İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13680618,03 Ağustos 2023,Satılık,130 M2,0 (Yeni),6,Boş,Bilinmiyor,Boş,2,03 Ağustos 2023,Konut,105 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Üsküdar - Bahçelievler Mahallesi,"7,850,000",
13682253,06 Ağustos 2023,Satılık,105 M2,0 (Yeni),15,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,95 M2,2+1,6.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Residence,İstanbul - Esenyurt - Akşemseddin Mahallesi,"4,650,000",
13682221,04 Ağustos 2023,Satılık,170 M2,5-10,17,Mülk Sahibi Oturuyor,Yatırıma Uygun Değil,Boş,2,04 Ağustos 2023,Konut,130 M2,3.5+1,3.Kat,Merkezi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Bağcılar - Göztepe Mahallesi,"9,800,000",
13682337,06 Ağustos 2023,Satılık,125 M2,4,18,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,115 M2,2+1,6.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,750,000",
13682280,06 Ağustos 2023,Satılık,115 M2,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,98 M2,2+1,1.Kat,Merkezi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"2,645,000",
13682364,04 Ağustos 2023,Satılık,110 M2,1,5,Boş,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,109 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,289,000",
13683388,05 Ağustos 2023,Satılık,240 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,210 M2,5+2,Çatı Dubleks,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bahçelievler - Kocasinan Merkez Mahallesi,"6,490,000",
13682320,04 Ağustos 2023,Satılık,129 M2,5-10,7,Kiracı Oturuyor,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,110 M2,2+1,6.Kat,Merkezi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Sancaktepe - Veysel Karani Mahallesi,"4,800,000",
13683768,05 Ağustos 2023,Satılık,275 M2,0 (Yeni),4,Boş,Yatırıma Uygun,,2,04 Ağustos 2023,Konut,245 M2,4+2,4.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Marmara Mahallesi,"4,750,000",
13683329,04 Ağustos 2023,Satılık,150 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,129 M2,3+1,5.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Fatih - Molla Gürani Mahallesi,"4,650,000",
13683799,05 Ağustos 2023,Satılık,180 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,2,04 Ağustos 2023,Konut,150 M2,4+2,5.Kat,Yerden Isıtma,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Marmara Mahallesi,"5,999,999",
13683819,04 Ağustos 2023,Satılık,100 M2,5-10,9,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kartal - Uğur Mumcu Mahallesi,"2,850,000",
13683849,04 Ağustos 2023,Satılık,95 M2,5-10,5,Boş,Yatırıma Uygun,,1,04 Ağustos 2023,Konut,80 M2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"650,000",
13683891,04 Ağustos 2023,Satılık,95 M2,4,5,Mülk Sahibi Oturuyor,,,1,04 Ağustos 2023,Konut,85 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Sultangazi - İsmetpaşa Mahallesi,"2,300,000",
13684001,04 Ağustos 2023,Satılık,350 M2,11-15,4,Kiracı Oturuyor,,,2,04 Ağustos 2023,Konut,300 M2,5+2,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bakırköy - Şenlikköy Mahallesi,"36,500,000",""", """
13684036,04 Ağustos 2023,Satılık,122 M2,5-10,13,Kiracı Oturuyor,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,90 M2,3+1,10.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Atakent Mahallesi,"6,500,000",
13683769,04 Ağustos 2023,Satılık,70 M2,5-10,8,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,65 M2,1+1,4.Kat,Kombi Doğalgaz,Hayır,Var,Birim Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,299,000",Site içerisinde şehir manzaralı 1+1 satılık daire
13683837,04 Ağustos 2023,Satılık,130 M2,4,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Gümüşpala Mahallesi,"3,900,000",
13683820,04 Ağustos 2023,Satılık,126 M2,5-10,17,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,2,04 Ağustos 2023,Konut,90 M2,2+1,14.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kartal - Uğur Mumcu Mahallesi,"5,500,000",
13683801,04 Ağustos 2023,Satılık,100 M2,0 (Yeni),4,Boş,Bilinmiyor,Boş,2,04 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Kavaklı Mahallesi,"2,850,000",
13684459,04 Ağustos 2023,Satılık,100 M2,3,6,Boş,,,1,04 Ağustos 2023,Konut,90 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,500,000",
13684461,04 Ağustos 2023,Satılık,185 M2,16-20,12,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,150 M2,3+1,8.Kat,Kombi Doğalgaz,Evet,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"3,700,000",
13683923,04 Ağustos 2023,Satılık,200 M2,16-20,10,Mülk Sahibi Oturuyor,,Boş,2,04 Ağustos 2023,Konut,180 M2,4+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Maltepe - Yalı Mahallesi,"11,500,000",
13684512,04 Ağustos 2023,Satılık,120 M2,0 (Yeni),3,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Sultanbeyli - Adil Mahallesi,"2,200,000",
13684008,04 Ağustos 2023,Satılık,100 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"2,050,000",
13684488,04 Ağustos 2023,Satılık,160 M2,0 (Yeni),4,Boş,Bilinmiyor,Boş,2,04 Ağustos 2023,Konut,150 M2,3+0,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Kavaklı Mahallesi,"6,500,000",
13684508,04 Ağustos 2023,Satılık,110 M2,2,4,Boş,Yatırıma Uygun,Eşyalı,1,04 Ağustos 2023,Konut,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Pınar Mahallesi,"1,075,000",
13684514,06 Ağustos 2023,Satılık,145 M2,4,5,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,135 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,729,000",
13684513,04 Ağustos 2023,Satılık,47 M2,3,15,Kiracı Oturuyor,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,36 M2,1+1,1.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Kağıthane - Merkez Mahallesi,"3,100,000",
13684544,05 Ağustos 2023,Satılık,120 M2,0 (Yeni),6,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,115 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Kavaklı Mahallesi,"2,700,000",
13684552,06 Ağustos 2023,Satılık,120 M2,5-10,13,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,110 M2,3+1,10.Kat,Kat Kaloriferi,Evet,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Örnek Mahallesi,"2,290,000",
13684782,04 Ağustos 2023,Satılık,80 M2,11-15,4,Boş,,Boş,1,04 Ağustos 2023,Konut,75 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Ataşehir - İnönü Mahallesi,"3,050,000",
13684802,06 Ağustos 2023,Satılık,100 M2,4,5,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,80 M2,2+1,1.Kat,Kat Kaloriferi,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Güzelyurt Mahallesi,"1,699,000",
13684818,04 Ağustos 2023,Satılık,160 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,150 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Ambarlı Mahallesi,"2,350,000",
13684922,05 Ağustos 2023,Satılık,80 M2,5-10,5,Boş,,,1,04 Ağustos 2023,Konut,75 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Güngören - Akıncılar Mahallesi,"2,700,000",
13684969,04 Ağustos 2023,Satılık,106 M2,0 (Yeni),20,Boş,Bilinmiyor,Boş,2,04 Ağustos 2023,Konut,75 M2,2+1,13.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Avcılar - Üniversite Mahallesi,"3,650,000",
13684911,04 Ağustos 2023,Satılık,60 M2,0 (Yeni),4,Boş,,,1,04 Ağustos 2023,Konut,58 M2,1+1,2.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenler - Fatih Mahallesi,"2,000,000",
13684976,04 Ağustos 2023,Satılık,140 M2,11-15,9,Kiracı Oturuyor,Yatırıma Uygun,,1,04 Ağustos 2023,Konut,135 M2,3+1,4.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Büyükçekmece - Sinanoba Mahallesi,"3,470,000",
13684984,04 Ağustos 2023,Satılık,65 M2,0 (Yeni),3,Boş,,,1,04 Ağustos 2023,Konut,60 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Birim Fiyat,Daire,İstanbul - Büyükçekmece - Kamiloba Mahallesi,"2,500,000",
13685002,04 Ağustos 2023,Satılık,55 M2,0 (Yeni),4,Boş,,,1,04 Ağustos 2023,Konut,52 M2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Esenler - Fatih Mahallesi,"1,700,000",
13684853,05 Ağustos 2023,Satılık,90 M2,11-15,5,Mülk Sahibi Oturuyor,,,1,04 Ağustos 2023,Konut,85 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Güngören - Güneştepe Mahallesi,"2,360,000",
13684521,04 Ağustos 2023,Satılık,140 M2,21 Ve Üzeri,6,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,130 M2,3+1,5.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Mehmet Akif Mahallesi,"1,350,000",
13685120,05 Ağustos 2023,Satılık,85 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,80 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Güngören - Mareşal Çakmak Mahallesi,"1,650,000",
13685076,04 Ağustos 2023,Satılık,98 M2,5-10,10,Boş,,,1,04 Ağustos 2023,Konut,77 M2,1+1,2.Kat,Merkezi (Pay Ölçer),Evet,,Genel Fiyat,Daire,İstanbul - Bahçelievler - Yenibosna Merkez Mahallesi,"5,500,000",
13685118,04 Ağustos 2023,Satılık,90 M2,11-15,3,Boş,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,85 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Güngören - Güneştepe Mahallesi,"2,360,000",
13685096,04 Ağustos 2023,Satılık,112 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,75 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Ümraniye - Mehmet Akif Mahallesi,"4,550,000",
13685136,04 Ağustos 2023,Satılık,96 M2,0 (Yeni),6,Boş,,Boş,2,04 Ağustos 2023,Konut,82 M2,2+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenler - 15 Temmuz Mahallesi,"4,450,000",
13685562,04 Ağustos 2023,Satılık,110 M2,5-10,5,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,100 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,430,000",
13685557,04 Ağustos 2023,Satılık,82 M2,0 (Yeni),6,Boş,,Boş,1,04 Ağustos 2023,Konut,68 M2,2+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenler - 15 Temmuz Mahallesi,"3,840,000",
13685587,04 Ağustos 2023,Satılık,80 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,70 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sancaktepe - Emek Mahallesi,"1,380,000",
13685702,04 Ağustos 2023,Satılık,90 M2,5-10,4,Boş,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,80 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kağıthane - Çağlayan Mahallesi,"2,350,000",
13685665,06 Ağustos 2023,Satılık,95 M2,5-10,9,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,75 M2,1+1,2.Kat,Merkezi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"2,500,000",
13685814,04 Ağustos 2023,Satılık,74 M2,5-10,20,Kiracı Oturuyor,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,64 M2,2+1,11.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Atakent Mahallesi,"2,750,000",
13685801,04 Ağustos 2023,Satılık,100 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,,2,04 Ağustos 2023,Konut,85 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Sarıyer - Sarıyer Merkez Mahallesi,"4,500,000","Satilik daire sariyer merkez'de, 2 oda, 1 salon, Çift banyo, Mutfak, Merkezi konumdaki dairemizi görmek için randevu aliniz"
13685612,04 Ağustos 2023,Satılık,80 M2,0 (Yeni),3,Boş,,,1,04 Ağustos 2023,Konut,70 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Başakşehir - Güvercintepe Mahallesi,"1,670,000",Başakşehir Güvercintepe sonevlerde satılık 2+1 80 mk oncepe yüksek giriş daire dairemiz konum ve lokasyon olarak merkezi yerdedir okul pazar çarşıya yürüme mesafesinde olup harikka bir yerdedir dairemiz sıfırdır
13685614,04 Ağustos 2023,Satılık,118 M2,4,4,Boş,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,105 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Yakuplu Mahallesi,"2,400,000",
13686242,06 Ağustos 2023,Satılık,700 M2,0 (Yeni),3,Boş,Yatırıma Uygun,Boş,4,04 Ağustos 2023,Konut,370 M2,5+2,,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Villa,İstanbul - Silivri - Ortaköy Mahallesi,"8,500,000",
13686273,04 Ağustos 2023,Satılık,60 M2,5-10,2,Kiracı Oturuyor,,,1,04 Ağustos 2023,Konut,50 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Avcılar - Mustafa Kemal Paşa Mahallesi,"1,375,000",
13686306,05 Ağustos 2023,Satılık,85 M2,0 (Yeni),5,Boş,Yatırıma Uygun,,1,04 Ağustos 2023,Konut,70 M2,2+1,5.Kat,Kombi Doğalgaz,Hayır,,Genel Fiyat,Daire,İstanbul - Tuzla - Evliya Çelebi Mahallesi,"2,425,000",
13687277,04 Ağustos 2023,Satılık,220 M2,0 (Yeni),5,Boş,Bilinmiyor,Boş,2,04 Ağustos 2023,Konut,160 M2,3.5+1,5.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Marmara Mahallesi,"13,250,000",
13687302,04 Ağustos 2023,Satılık,130 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,Boş,2,04 Ağustos 2023,Konut,110 M2,3+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Fatih - Molla Gürani Mahallesi,"5,995,000",
13687303,04 Ağustos 2023,Satılık,95 M2,16-20,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Eşyalı,1,04 Ağustos 2023,Konut,80 M2,2+1,,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Bina,İstanbul - Bağcılar - Fevzi Çakmak Mahallesi,"13,750,000",
13686299,04 Ağustos 2023,Satılık,125 M2,11-15,9,Boş,Bilinmiyor,Boş,2,04 Ağustos 2023,Konut,90 M2,2+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Erenköy Mahallesi,"9,300,000",
13687349,06 Ağustos 2023,Satılık,90 M2,21 Ve Üzeri,3,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,82 M2,2.5+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Zühtüpaşa Mahallesi,"4,250,000","KADIKÖY KIZILTOPRAK arası, FENERBAHÇE SARACOĞLU STADI Yan Parsel, SATILIK 90m² Daire, 2 Oda 1 Salon + Kiler Küçük Oda, Balkonlu, Kombili, YATIRIMA DEĞER UYGUN FIRSAT, KADIKÖY KIZILTOPRAK 'ta SATILIK DAİRE"
13685757,04 Ağustos 2023,Satılık,120 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,110 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Cumhuriyet Mahallesi,"1,299,000",
13687989,05 Ağustos 2023,Satılık,95 M2,4,5,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,05 Ağustos 2023,Konut,85 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Tuzla - Mimar Sinan Mahallesi,"2,290,000",
13686278,04 Ağustos 2023,Satılık,125 M2,1,24,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,100 M2,3+1,5.Kat,Kombi Doğalgaz,Evet,Yok,Genel Fiyat,Daire,İstanbul - Kartal - Hürriyet Mahallesi,"4,900,000",
13687498,04 Ağustos 2023,Satılık,105 M2,16-20,4,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,95 M2,2+1,3.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Pendik - Batı Mahallesi,"2,210,000",
13686326,06 Ağustos 2023,Satılık,60 M2,5-10,9,Kiracı Oturuyor,Yatırıma Uygun,Eşyalı,1,04 Ağustos 2023,Konut,50 M2,1+1,7.Kat,Merkezi (Pay Ölçer),Evet,Var,Genel Fiyat,Daire,İstanbul - Pendik - Yenişehir Mahallesi,"2,550,000",
13687491,05 Ağustos 2023,Satılık,1.300 M2,0 (Yeni),5,Boş,,,4,04 Ağustos 2023,Konut,690 M2,7+2,,Kombi Doğalgaz,Evet,,Genel Fiyat,Villa,İstanbul - Çekmeköy - Reşadiye Mahallesi,"33,000,000",İstanbul Çekmeköy Reşadiye ormanla baş başa sahibinden satılık Ultra LüX Villa Grand Forest villaları
13686338,04 Ağustos 2023,Satılık,290 M2,21 Ve Üzeri,3,Kiracı Oturuyor,,,3,04 Ağustos 2023,Konut,240 M2,3+2,,Kat Kaloriferi,Hayır,Yok,Genel Fiyat,Villa,İstanbul - Eyüpsultan - Göktürk Merkez Mahallesi,"32,400,000",""", """
13688105,05 Ağustos 2023,Satılık,135 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,1,05 Ağustos 2023,Konut,120 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Bağcılar - Demirkapı Mahallesi,"2,100,000",Kentsel dönüşüme açık yanında hemen site mevcuttur yatırımlık bir yerdir hissesi çok iyidir merak ettiklerinizi telefonda sorarsınız acil satılık
13688008,05 Ağustos 2023,Satılık,200 M2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,2,05 Ağustos 2023,Konut,180 M2,4+2,5.Kat,Merkezi (Pay Ölçer),Hayır,Yok,Genel Fiyat,Daire,İstanbul - Beşiktaş - Etiler Mahallesi,"33,500,000",
13688110,05 Ağustos 2023,Satılık,115 M2,1,4,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,1,05 Ağustos 2023,Konut,105 M2,2+1,1.Kat,Kombi Doğalgaz,Evet,Var,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"4,199,000",
13688290,05 Ağustos 2023,Satılık,100 M2,0 (Yeni),6,Boş,Bilinmiyor,Boş,1,05 Ağustos 2023,Konut,80 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Tuzla - Aydınlı Mahallesi,"2,680,000",
13688371,05 Ağustos 2023,Satılık,160 M2,11-15,5,Boş,Bilinmiyor,Boş,2,05 Ağustos 2023,Konut,140 M2,4+1,5.Kat,Kombi Doğalgaz,Hayır,Var,Genel Fiyat,Daire,İstanbul - Ümraniye - Armağanevler Mahallesi,"4,300,000",TL DEĞERİNDE OTOMATİK ARAÇLA TAKASA UYGUNDUR
13688372,05 Ağustos 2023,Satılık,250 M2,5-10,4,Boş,Bilinmiyor,Boş,3,05 Ağustos 2023,Konut,182 M2,5+2,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Tuzla - İstasyon Mahallesi,"10,000,000",
13688381,05 Ağustos 2023,Satılık,140 M2,11-15,3,Mülk Sahibi Oturuyor,Bilinmiyor,,1,05 Ağustos 2023,Konut,130 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Bağcılar - Çınar Mahallesi,"3,600,000",
13687990,05 Ağustos 2023,Satılık,130 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,Boş,1,05 Ağustos 2023,Konut,104 M2,3+1,4.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Maltepe - Küçükyalı Mahallesi,"4,800,000",
13687511,04 Ağustos 2023,Satılık,90 M2,11-15,5,Boş,Yatırıma Uygun,Boş,1,04 Ağustos 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Sultangazi - Zübeyde Hanım Mahallesi,"1,750,000",
13688033,05 Ağustos 2023,Satılık,620 M2,0 (Yeni),4,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,5,05 Ağustos 2023,Konut,550 M2,5+2,,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Villa,İstanbul - Şile - Balibey Mahallesi,"25,500,000",
13687506,05 Ağustos 2023,Satılık,120 M2,21 Ve Üzeri,6,Kiracı Oturuyor,Bilinmiyor,Boş,1,04 Ağustos 2023,Konut,110 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Sultan Murat Mahallesi,"1,200,000",
13688383,05 Ağustos 2023,Satılık,150 M2,5-10,7,Boş,Bilinmiyor,Boş,2,05 Ağustos 2023,Konut,115 M2,3+1,5.Kat,Merkezi (Pay Ölçer),Evet,Yok,Genel Fiyat,Daire,İstanbul - Beylikdüzü - Adnan Kahveci Mahallesi,"8,900,000",
13688430,06 Ağustos 2023,Satılık,85 M2,21 Ve Üzeri,5,Boş,Bilinmiyor,,1,05 Ağustos 2023,Konut,75 M2,2+1,1.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Küçükçekmece - Yeşilova Mahallesi,"1,450,000",
13688423,05 Ağustos 2023,Satılık,185 M2,5-10,11,Mülk Sahibi Oturuyor,Bilinmiyor,Boş,2,05 Ağustos 2023,Konut,167 M2,3+1,2.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Esenyurt - Piri Reis Mahallesi,"4,500,000",
13688439,05 Ağustos 2023,Satılık,135 M2,5-10,6,Kiracı Oturuyor,Bilinmiyor,Boş,2,05 Ağustos 2023,Konut,125 M2,3+1,5.Kat,Kombi Doğalgaz,Hayır,Yok,Genel Fiyat,Daire,İstanbul - Kadıköy - Feneryolu Mahallesi,"11,600,000",
