,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk
163,13259388,22 Mayıs 2023,Satılık,250 M2,21 Ve Üzeri,14,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,230 M2,4+1,14.Kat,Merkezi Doğalgaz,3.300.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,
164,13259377,22 Mayıs 2023,Satılık,200 M2,5-10,14,Mülk Sahibi Oturuyor,21 Mayıs 2023,Konut,180 M2,3+1,11.Kat,Merkezi (Pay Ölçer),2.490.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,
165,13258638,23 Haziran 2023,Satılık,175 M2,4,14,Mülk Sahibi Oturuyor,20 Mayıs 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.480.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil
166,13258263,26 Temmuz 2023,Satılık,200 M2,0 (Yeni),8,Boş,20 Mayıs 2023,Konut,145 M2,4+1,5.Kat,Merkezi (Pay Ölçer),1.900.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,
167,13256910,19 Temmuz 2023,Satılık,240 M2,0 (Yeni),1,Boş,20 Mayıs 2023,Konut,200 M2,4+1,Villa Tipi,Kombi Doğalgaz,7.000.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
168,13250692,05 Haziran 2023,Satılık,210 M2,5-10,2,Mülk Sahibi Oturuyor,19 Mayıs 2023,Konut,200 M2,3+1,Düz Giriş,Kombi Doğalgaz,4.550.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,
169,13237081,17 Mayıs 2023,Satılık,175 M2,11-15,14,Boş,17 Mayıs 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1.750.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,
170,13237079,18 Mayıs 2023,Satılık,190 M2,11-15,13,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,175 M2,3+1,9.Kat,Merkezi Doğalgaz,2.250.000TL,Kayseri - Melikgazi - Köşk Mahallesi,
171,13237028,27 Temmuz 2023,Satılık,180 M2,11-15,6,Boş,17 Mayıs 2023,Konut,160 M2,3+1,4.Kat,Kombi Doğalgaz,3.000.000TLarrow_downward%90,Kayseri - Melikgazi - Alpaslan Mahallesi,Krediye Uygun Değil
172,13237005,17 Mayıs 2023,Satılık,300 M2,5-10,13,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,270 M2,4+1,9.Kat,Merkezi (Pay Ölçer),4.200.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,
173,13237003,17 Mayıs 2023,Satılık,600 M2,0 (Yeni),3,Boş,17 Mayıs 2023,Konut,300 M2,6+1,Düz Giriş,Kombi Doğalgaz,19.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,Krediye Uygun Değil
174,13236993,17 Mayıs 2023,Satılık,220 M2,4,13,Boş,17 Mayıs 2023,Konut,170 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2.450.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,
175,13236988,17 Mayıs 2023,Satılık,220 M2,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,180 M2,4+1,8.Kat,Merkezi Doğalgaz,3.450.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,
176,13236986,17 Mayıs 2023,Satılık,150 M2,16-20,9,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,3.150.000TL,Kayseri - Melikgazi - Kılıçaslan Mahallesi,
177,13236979,13 Temmuz 2023,Satılık,200 M2,3,10,Boş,17 Mayıs 2023,Konut,175 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2.950.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Krediye Uygun Değil
178,13210160,05 Haziran 2023,Satılık,240 M2,11-15,12,Kiracı Oturuyor,11 Mayıs 2023,Konut,200 M2,4+1,7.Kat,Merkezi (Pay Ölçer),3.550.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,
179,13206986,10 Mayıs 2023,Satılık,120 M2,11-15,13,Boş,10 Mayıs 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.900.000TL,Kayseri - Melikgazi - Germir Mahallesi,
180,13204909,10 Mayıs 2023,Satılık,165 M2,11-15,6,Mülk Sahibi Oturuyor,10 Mayıs 2023,Konut,135 M2,3+1,4.Kat,Kombi Doğalgaz,1.375.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,
181,13203199,10 Mayıs 2023,Satılık,75 M2,5-10,5,Kiracı Oturuyor,10 Mayıs 2023,Konut,65 M2,2+1,1.Kat,Merkezi (Pay Ölçer),800.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,
182,13197230,15 Haziran 2023,Satılık,152 M2,0 (Yeni),15,Boş,09 Mayıs 2023,Konut,125 M2,3+1,5.Kat,Merkezi Doğalgaz,295.000TLarrow_downward%3,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil
183,13196744,09 Mayıs 2023,Satılık,150 M2,3,11,Mülk Sahibi Oturuyor,09 Mayıs 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,
184,13236986,17 Mayıs 2023,Satılık,150 M2,16-20,9,Mülk Sahibi Oturuyor,17 Mayıs 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,3.150.000TL,Kayseri - Melikgazi - Kılıçaslan Mahallesi,
185,13236979,13 Temmuz 2023,Satılık,200 M2,3,10,Boş,17 Mayıs 2023,Konut,175 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2.950.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Krediye Uygun Değil
186,13176427,20 Temmuz 2023,Satılık,110 M2,5-10,9,Boş,05 Mayıs 2023,Konut,90 M2,2+1,6.Kat,Kombi Doğalgaz,1.240.000TL,Kayseri - Melikgazi - 19 Mayıs Mahallesi,
187,13172102,14 Haziran 2023,Satılık,165 M2,11-15,10,Boş,05 Mayıs 2023,Konut,132 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.159.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
188,13168357,26 Temmuz 2023,Satılık,170 M2,11-15,7,Kiracı Oturuyor,04 Mayıs 2023,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,1.135.000TL,Kayseri - Melikgazi - Gülük Mahallesi,
189,13163530,03 Temmuz 2023,Satılık,160 M2,0 (Yeni),9,Boş,03 Mayıs 2023,Konut,120 M2,3+1,4.Kat,Merkezi (Pay Ölçer),2.000.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,
190,13163010,03 Mayıs 2023,Satılık,185 M2,21 Ve Üzeri,12,Kiracı Oturuyor,03 Mayıs 2023,Konut,145 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1.675.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,
191,13162453,05 Haziran 2023,Satılık,260 M2,0 (Yeni),3,Boş,03 Mayıs 2023,Konut,250 M2,6+1,Müstakil.Kat,Kombi Doğalgaz,10.500.000TL,Kayseri - Melikgazi - Becen Mahallesi,
192,13159192,26 Temmuz 2023,Satılık,150 M2,11-15,15,Mülk Sahibi Oturuyor,02 Mayıs 2023,Konut,130 M2,3+1,11.Kat,Merkezi Doğalgaz,920.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,
193,13155196,03 Temmuz 2023,Satılık,115 M2,5-10,1,Mülk Sahibi Oturuyor,01 Mayıs 2023,Konut,100 M2,2+1,Müstakil.Kat,Şömine,9.350.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,
194,13148514,26 Temmuz 2023,Satılık,260 M2,0 (Yeni),3,Boş,30 Nisan 2023,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,
195,13114798,14 Temmuz 2023,Satılık,160 M2,0 (Yeni),10,Boş,24 Nisan 2023,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,1.990.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,
196,13107219,23 Mayıs 2023,Satılık,200 M2,16-20,3,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,150 M2,3+1,Düz Giriş,Kombi Doğalgaz,6.800.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,Krediye Uygun Değil
197,13107211,10 Haziran 2023,Satılık,185 M2,0 (Yeni),13,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,150 M2,4+1,5.Kat,Merkezi (Pay Ölçer),2.745.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Krediye Uygun Değil
198,13104595,19 Haziran 2023,Satılık,300 M2,2,2,Mülk Sahibi Oturuyor,22 Nisan 2023,Konut,270 M2,4+1,Düz Giriş,Kombi Doğalgaz,8.950.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,
199,13101776,29 Mayıs 2023,Satılık,165 M2,11-15,9,Mülk Sahibi Oturuyor,21 Nisan 2023,Konut,140 M2,3+1,9.Kat,Merkezi Doğalgaz,1.325.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,
200,13100109,23 Mayıs 2023,Satılık,968 M2,11-15,3,Mülk Sahibi Oturuyor,20 Nisan 2023,Konut,967 M2,9+ Oda,Düz Giriş,Kombi Doğalgaz,7.850.000TL,Kayseri - Melikgazi - Becen Mahallesi,
201,13096399,20 Temmuz 2023,Satılık,400 M2,21 Ve Üzeri,2,Boş,19 Nisan 2023,Konut,360 M2,9+ Oda,Düz Giriş,Isıtma Yok,12.000.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,Krediye Uygun Değil
