,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu
273,13533737,26 Temmuz 2023,Satılık,205 M2,4,12,Mülk Sahibi Oturuyor,09 Temmuz 2023,Konut,185 M2,4+1,4.Kat,Merkezi (Pay Ölçer),3.000.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
274,13532645,11 Temmuz 2023,Satılık,360 M2,0 (Yeni),3,Boş,09 Temmuz 2023,Konut,359 M2,7+2,Düz Giriş,Kombi Doğalgaz,6.500.000TL,Kayseri - Melikgazi - Sarımsaklı Mahallesi,,,
275,13530582,29 Temmuz 2023,Satılık,185 M2,5-10,2,Boş,08 Temmuz 2023,Konut,140 M2,1 Oda,Düz Giriş,Isıtma Yok,1.950.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,Bilinmiyor,,
276,13530581,29 Temmuz 2023,Satılık,180 M2,5-10,2,Boş,08 Temmuz 2023,Konut,140 M2,1 Oda,Düz Giriş,Isıtma Yok,2.150.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Bilinmiyor,,
277,13530418,28 Temmuz 2023,Satılık,100 M2,0 (Yeni),10,Boş,08 Temmuz 2023,Konut,85 M2,2+1,3.Kat,Merkezi Doğalgaz,275.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
278,13530398,28 Temmuz 2023,Satılık,145 M2,0 (Yeni),10,Boş,08 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,400.000TLarrow_downward%2,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
279,13529449,08 Temmuz 2023,Satılık,200 M2,5-10,12,Boş,08 Temmuz 2023,Konut,175 M2,4+1,1.Kat,Merkezi Doğalgaz,2.590.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
280,13529090,08 Temmuz 2023,Satılık,165 M2,2,14,Kiracı Oturuyor,08 Temmuz 2023,Konut,145 M2,3+1,3.Kat,Merkezi (Pay Ölçer),3.400.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
281,13528573,08 Temmuz 2023,Satılık,155 M2,0 (Yeni),14,Boş,08 Temmuz 2023,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Kocasinan - Turgut Reis Mahallesi,,,
282,13527059,12 Temmuz 2023,Satılık,160 M2,4,12,Boş,08 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.475.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
283,13526811,28 Temmuz 2023,Satılık,240 M2,11-15,13,Mülk Sahibi Oturuyor,08 Temmuz 2023,Konut,200 M2,4+1,1.Kat,Merkezi Doğalgaz,4.250.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
284,13526643,08 Temmuz 2023,Satılık,151 M2,0 (Yeni),13,Boş,08 Temmuz 2023,Konut,97 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.459.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
285,13525944,12 Temmuz 2023,Satılık,175 M2,16-20,8,Mülk Sahibi Oturuyor,08 Temmuz 2023,Konut,155 M2,3+1,3.Kat,Kombi Doğalgaz,1.515.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
286,13525943,08 Temmuz 2023,Satılık,175 M2,11-15,8,Boş,08 Temmuz 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1.300.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,
287,13525932,17 Temmuz 2023,Satılık,155 M2,0 (Yeni),10,Boş,08 Temmuz 2023,Konut,120 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Krediye Uygun Değil,,
288,13525560,08 Temmuz 2023,Satılık,175 M2,5-10,11,Mülk Sahibi Oturuyor,08 Temmuz 2023,Konut,165 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Bilinmiyor,,
289,13525311,08 Temmuz 2023,Satılık,170 M2,5-10,7,Boş,08 Temmuz 2023,Konut,135 M2,3+1,6.Kat,Kombi Doğalgaz,1.440.000TL,Kayseri - Melikgazi - Osmanlı Mahallesi,Krediye Uygun Değil,,
290,13524755,07 Temmuz 2023,Satılık,165 M2,11-15,12,Boş,07 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1.595.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
291,13524335,14 Temmuz 2023,Satılık,121 M2,0 (Yeni),14,Boş,07 Temmuz 2023,Konut,90 M2,2.5+1,2.Kat,Merkezi (Pay Ölçer),1.890.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,,
292,13524334,14 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,11,Mülk Sahibi Oturuyor,07 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.350.000TLarrow_downward%5,Kayseri - Kocasinan - Yakut Mahallesi,,,
293,13523531,07 Temmuz 2023,Satılık,150 M2,5-10,13,Mülk Sahibi Oturuyor,07 Temmuz 2023,Konut,130 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Yavuzlar Mahallesi,,,
294,13523333,10 Temmuz 2023,Satılık,165 M2,4,6,Kiracı Oturuyor,07 Temmuz 2023,Konut,135 M2,3+1,6.Kat,Kombi Doğalgaz,1.275.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
295,13523320,10 Temmuz 2023,Satılık,165 M2,2,10,Boş,07 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.580.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
296,13523319,10 Temmuz 2023,Satılık,125 M2,0 (Yeni),3,Boş,07 Temmuz 2023,Konut,100 M2,2.5+1,1.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Kocasinan - General Emir Mahallesi,,,
297,13523134,07 Temmuz 2023,Satılık,650 M2,0 (Yeni),3,Boş,07 Temmuz 2023,Konut,300 M2,5+2,Bahçe Dublex,Kombi Doğalgaz,22.000.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
298,13522967,07 Temmuz 2023,Satılık,195 M2,0 (Yeni),2,Boş,07 Temmuz 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.050.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
299,13522954,07 Temmuz 2023,Satılık,195 M2,0 (Yeni),2,Boş,07 Temmuz 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.050.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
300,13522942,07 Temmuz 2023,Satılık,195 M2,0 (Yeni),2,Boş,07 Temmuz 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.050.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
301,13522931,07 Temmuz 2023,Satılık,195 M2,0 (Yeni),2,Boş,07 Temmuz 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.100.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
302,13522720,07 Temmuz 2023,Satılık,310 M2,2,14,Mülk Sahibi Oturuyor,07 Temmuz 2023,Konut,240 M2,5+1,12.Kat,Merkezi Doğalgaz,8.700.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
303,13521802,24 Temmuz 2023,Satılık,600 M2,0 (Yeni),2,Boş,07 Temmuz 2023,Konut,210 M2,4.5+1,Bahçe Dublex,Kombi Doğalgaz,6.750.000TL,Kayseri - Melikgazi - Gesi Mahallesi,,,
304,13520525,13 Temmuz 2023,Satılık,90 M2,0 (Yeni),5,Boş,07 Temmuz 2023,Konut,85 M2,2+1,5.Kat,Kombi Doğalgaz,950.000TL,Kayseri - Melikgazi - Mimarsinan Mahallesi,Krediye Uygun Değil,,
305,13520412,07 Temmuz 2023,Satılık,160 M2,11-15,14,Mülk Sahibi Oturuyor,07 Temmuz 2023,Konut,130 M2,3+1,5.Kat,Merkezi Doğalgaz,1.875.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,
306,13515478,29 Temmuz 2023,Satılık,185 M2,5-10,2,Boş,06 Temmuz 2023,Konut,145 M2,1 Oda,Düz Giriş,Isıtma Yok,1.950.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,Bilinmiyor,,
307,13514726,29 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,06 Temmuz 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,2.300.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,
308,13514582,19 Temmuz 2023,Satılık,230 M2,21 Ve Üzeri,11,Mülk Sahibi Oturuyor,06 Temmuz 2023,Konut,180 M2,4+1,6.Kat,Merkezi Doğalgaz,2.350.000TLarrow_downward%3,Kayseri - Kocasinan - Sümer Mahallesi,,,
309,13514533,06 Temmuz 2023,Satılık,160 M2,0 (Yeni),12,Boş,06 Temmuz 2023,Konut,105 M2,3+1,8.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
310,13514270,06 Temmuz 2023,Satılık,180 M2,0 (Yeni),14,Boş,06 Temmuz 2023,Konut,140 M2,4+1,6.Kat,Merkezi (Pay Ölçer),1.875.000TLarrow_downward%6,Kayseri - Kocasinan - Yunusemre Mahallesi,,,
311,13514084,24 Temmuz 2023,Satılık,175 M2,0 (Yeni),11,Boş,06 Temmuz 2023,Konut,155 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.950.000TLarrow_downward%100,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
312,13513694,06 Temmuz 2023,Satılık,130 M2,0 (Yeni),12,Boş,06 Temmuz 2023,Konut,100 M2,3+0,4.Kat,Merkezi (Pay Ölçer),1.680.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
313,13513674,29 Temmuz 2023,Satılık,180 M2,0 (Yeni),15,Boş,06 Temmuz 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
314,13512731,30 Temmuz 2023,Satılık,175 M2,5-10,12,Kiracı Oturuyor,05 Temmuz 2023,Konut,155 M2,3+1,6.Kat,Merkezi Doğalgaz,2.525.000TLarrow_downward%3,Kayseri - Melikgazi - Köşk Mahallesi,,,
315,13512318,28 Temmuz 2023,Satılık,135 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,05 Temmuz 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,890.000TL,Kayseri - Kocasinan - Mimarsinan Mahallesi,,,
316,13512282,05 Temmuz 2023,Satılık,100 M2,21 Ve Üzeri,3,Kiracı Oturuyor,05 Temmuz 2023,Konut,90 M2,2+1,Tam Bodrum.Kat,Kombi Doğalgaz,515.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,,,
317,13510671,05 Temmuz 2023,Satılık,170 M2,0 (Yeni),13,Boş,05 Temmuz 2023,Konut,130 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
318,13509360,14 Temmuz 2023,Satılık,165 M2,11-15,10,Boş,05 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1.590.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
319,13508946,20 Temmuz 2023,Satılık,175 M2,5-10,11,Boş,05 Temmuz 2023,Konut,150 M2,3+1,7.Kat,Kombi Doğalgaz,1.645.000TLarrow_downward%2,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,
320,13507337,05 Temmuz 2023,Satılık,350 M2,16-20,1,Mülk Sahibi Oturuyor,05 Temmuz 2023,Konut,150 M2,3+1,Düz Giriş,Sobalı,2.150.000TL,Kayseri - Kocasinan - Kayabaşı Mahallesi,,,
321,13507336,05 Temmuz 2023,Satılık,145 M2,4,12,Kiracı Oturuyor,05 Temmuz 2023,Konut,120 M2,3+1,3.Kat,Merkezi Doğalgaz,965.000TL,Kayseri - Kocasinan - Yavuzlar Mahallesi,Krediye Uygun Değil,,
322,13506270,22 Temmuz 2023,Satılık,125 M2,0 (Yeni),9,Boş,04 Temmuz 2023,Konut,105 M2,2.5+1,4.Kat,Merkezi (Pay Ölçer),1.350.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,,,
323,13505430,04 Temmuz 2023,Satılık,175 M2,5-10,14,Kiracı Oturuyor,04 Temmuz 2023,Konut,155 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.920.000TL,Kayseri - Kocasinan - Yenidoğan Mahallesi,,,
324,13504866,27 Temmuz 2023,Satılık,140 M2,3,7,Kiracı Oturuyor,04 Temmuz 2023,Konut,115 M2,3+1,2.Kat,Kombi Doğalgaz,1.750.000TL,Kayseri - Melikgazi - Gülük Mahallesi,,,
325,13502588,13 Temmuz 2023,Satılık,165 M2,0 (Yeni),7,Boş,04 Temmuz 2023,Konut,130 M2,3+1,3.Kat,Kombi Doğalgaz,1.950.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,
326,13501530,29 Temmuz 2023,Satılık,99 M2,5-10,6,Mülk Sahibi Oturuyor,03 Temmuz 2023,Konut,85 M2,2+1,2.Kat,Merkezi Doğalgaz,1.050.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
327,13501520,18 Temmuz 2023,Satılık,175 M2,5-10,14,Kiracı Oturuyor,03 Temmuz 2023,Konut,155 M2,3+1,6.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
328,13500698,29 Temmuz 2023,Satılık,220 M2,5-10,14,Boş,03 Temmuz 2023,Konut,175 M2,4+1,4.Kat,Merkezi (Pay Ölçer),3.500.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
329,13500326,03 Temmuz 2023,Satılık,280 M2,0 (Yeni),14,Boş,03 Temmuz 2023,Konut,260 M2,4+1,14.Kat,Merkezi (Pay Ölçer),8.500.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,Bilinmiyor,,
330,13497291,17 Temmuz 2023,Satılık,165 M2,0 (Yeni),5,Boş,03 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Kombi Doğalgaz,1.650.000TL,Kayseri - Kocasinan - General Emir Mahallesi,Krediye Uygun Değil,,
331,13494781,07 Temmuz 2023,Satılık,185 M2,5-10,2,Boş,01 Temmuz 2023,Konut,140 M2,1 Oda,Düz Giriş,Isıtma Yok,1.995.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,Bilinmiyor,,
332,13493120,01 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,9,Kiracı Oturuyor,01 Temmuz 2023,Konut,140 M2,3+1,6.Kat,Merkezi Doğalgaz,1.595.000TL,Kayseri - Kocasinan - Erciyesevler Mahallesi,Krediye Uygun Değil,,
333,13492720,07 Temmuz 2023,Satılık,175 M2,5-10,2,Boş,01 Temmuz 2023,Konut,150 M2,1 Oda,Düz Giriş,Isıtma Yok,2.150.000TL,Kayseri - Melikgazi - Osmanlı Mahallesi,Bilinmiyor,,
334,13492391,13 Temmuz 2023,Satılık,225 M2,0 (Yeni),13,Boş,30 Haziran 2023,Konut,145 M2,4+1,1.Kat,Merkezi (Pay Ölçer),3.250.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
335,13492390,30 Haziran 2023,Satılık,180 M2,0 (Yeni),14,Boş,30 Haziran 2023,Konut,125 M2,3+1,2.Kat,Merkezi (Pay Ölçer),3.750.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
336,13492386,02 Temmuz 2023,Satılık,225 M2,0 (Yeni),13,Boş,30 Haziran 2023,Konut,145 M2,4+1,1.Kat,Merkezi (Pay Ölçer),3.300.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
337,13492380,30 Haziran 2023,Satılık,222 M2,0 (Yeni),14,Boş,30 Haziran 2023,Konut,160 M2,4+1,1.Kat,Merkezi (Pay Ölçer),4.950.000TL,Kayseri - Melikgazi - Köşk Mahallesi,Krediye Uygun Değil,,
338,13492379,30 Haziran 2023,Satılık,195 M2,0 (Yeni),12,Boş,30 Haziran 2023,Konut,135 M2,4+1,10.Kat,Merkezi (Pay Ölçer),3.950.000TL,Kayseri - Kocasinan - Alsancak Mahallesi,,,
339,13492377,30 Haziran 2023,Satılık,800 M2,0 (Yeni),2,Boş,30 Haziran 2023,Konut,300 M2,6+1,Düz Giriş,Yerden Isıtma,25.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
340,13492376,30 Haziran 2023,Satılık,185 M2,0 (Yeni),14,Boş,30 Haziran 2023,Konut,125 M2,3+1,1.Kat,Merkezi (Pay Ölçer),3.350.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
341,13490852,30 Haziran 2023,Satılık,140 M2,21 Ve Üzeri,7,Kiracı Oturuyor,30 Haziran 2023,Konut,110 M2,2+1,7.Kat,Merkezi Doğalgaz,850.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
342,13490562,04 Temmuz 2023,Satılık,130 M2,11-15,5,Mülk Sahibi Oturuyor,29 Haziran 2023,Konut,119 M2,3+1,3.Kat,Kombi Doğalgaz,930.000TLarrow_downward%2,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
343,13490497,06 Temmuz 2023,Satılık,165 M2,5-10,14,Mülk Sahibi Oturuyor,29 Haziran 2023,Konut,135 M2,3+1,1.Kat,Kombi Doğalgaz,1.780.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
344,13490443,18 Temmuz 2023,Satılık,185 M2,5-10,12,Kiracı Oturuyor,29 Haziran 2023,Konut,162 M2,3+1,10.Kat,Merkezi Doğalgaz,1.975.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
345,13490442,20 Temmuz 2023,Satılık,165 M2,11-15,10,Mülk Sahibi Oturuyor,29 Haziran 2023,Konut,140 M2,3+1,4.Kat,Merkezi Doğalgaz,1.250.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
346,13489698,29 Haziran 2023,Satılık,185 M2,5-10,12,Boş,29 Haziran 2023,Konut,140 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2.275.000TL,Kayseri - Melikgazi - Sakarya Mahallesi,,,
347,13489092,24 Temmuz 2023,Satılık,145 M2,16-20,4,Mülk Sahibi Oturuyor,28 Haziran 2023,Konut,130 M2,3+1,4.Kat,Kombi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Yenidoğan Mahallesi,,,
348,13487747,27 Haziran 2023,Satılık,246 M2,16-20,12,Mülk Sahibi Oturuyor,27 Haziran 2023,Konut,220 M2,4+1,4.Kat,Merkezi Doğalgaz,2.489.000TL,Kayseri - Kocasinan - Erciyesevler Mahallesi,,,
349,13487729,05 Temmuz 2023,Satılık,400 M2,0 (Yeni),3,Boş,27 Haziran 2023,Konut,350 M2,8+1,Düz Giriş,Kombi Doğalgaz,4.850.000TL,Kayseri - Kocasinan - Buğdaylı Mahallesi,,,
350,13487727,28 Haziran 2023,Satılık,220 M2,0 (Yeni),2,Boş,27 Haziran 2023,Konut,200 M2,4+1,Düz Giriş,Yerden Isıtma,14.550.000TL,Kayseri - Melikgazi - Becen Mahallesi,Krediye Uygun Değil,,
351,13487723,28 Haziran 2023,Satılık,215 M2,0 (Yeni),14,Boş,27 Haziran 2023,Konut,155 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2.600.000TL,Kayseri - Kocasinan - Alsancak Mahallesi,,,
352,13487716,28 Haziran 2023,Satılık,175 M2,0 (Yeni),14,Boş,27 Haziran 2023,Konut,140 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2.240.000TL,Kayseri - Kocasinan - Seyrani Mahallesi,,,
353,13487702,27 Haziran 2023,Satılık,150 M2,16-20,3,Kiracı Oturuyor,27 Haziran 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,,,
354,13483800,26 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,26 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.050.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
355,13483788,26 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,26 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
356,13483670,29 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,3,Kiracı Oturuyor,26 Haziran 2023,Konut,130 M2,3+1,3.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - Keykubat Mahallesi,,,
357,13483486,08 Temmuz 2023,Satılık,210 M2,21 Ve Üzeri,8,Kiracı Oturuyor,26 Haziran 2023,Konut,190 M2,3+1,1.Kat,Merkezi Doğalgaz,1.749.000TLarrow_downward%2,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
358,13483291,19 Temmuz 2023,Satılık,425 M2,0 (Yeni),2,Boş,26 Haziran 2023,Konut,220 M2,4+1,Düz Giriş,Kombi Doğalgaz,5.950.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
359,13483289,30 Temmuz 2023,Satılık,130 M2,16-20,7,Kiracı Oturuyor,26 Haziran 2023,Konut,110 M2,3+1,5.Kat,Kombi Doğalgaz,1.365.000TLarrow_downward%1,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,,
360,13483103,26 Haziran 2023,Satılık,200 M2,0 (Yeni),8,Boş,26 Haziran 2023,Konut,140 M2,4+1,4.Kat,Merkezi Doğalgaz,3.300.000TLarrow_downward%3,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,
361,13483015,26 Haziran 2023,Satılık,128 M2,21 Ve Üzeri,9,Mülk Sahibi Oturuyor,26 Haziran 2023,Konut,105 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1.200.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
362,13482593,06 Temmuz 2023,Satılık,225 M2,16-20,1,Kiracı Oturuyor,26 Haziran 2023,Konut,200 M2,5+0,Düz Giriş,Sobalı,3.400.000TLarrow_downward%15,Kayseri - Kocasinan - Kızık Mahallesi,,,
363,13482181,25 Temmuz 2023,Satılık,165 M2,5-10,10,Kiracı Oturuyor,26 Haziran 2023,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,1.185.000TL,Kayseri - Melikgazi - Germir Mahallesi,,,
364,13481471,26 Haziran 2023,Satılık,320 M2,5-10,12,Boş,26 Haziran 2023,Konut,319 M2,5+3,12.Kat,Merkezi (Pay Ölçer),4.700.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
365,13481239,25 Haziran 2023,Satılık,175 M2,11-15,14,Kiracı Oturuyor,25 Haziran 2023,Konut,135 M2,3+1,2.Kat,Kombi Doğalgaz,1.400.000TL,Kayseri - Melikgazi - 30 Ağustos Mahallesi,Krediye Uygun Değil,,
366,13481238,26 Haziran 2023,Satılık,175 M2,11-15,14,Kiracı Oturuyor,25 Haziran 2023,Konut,130 M2,3+1,2.Kat,Kombi Doğalgaz,1.400.000TL,Kayseri - Melikgazi - 30 Ağustos Mahallesi,Krediye Uygun Değil,,
367,13480790,25 Haziran 2023,Satılık,160 M2,11-15,8,Mülk Sahibi Oturuyor,25 Haziran 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.455.000TL,Kayseri - Melikgazi - Kocatepe Mahallesi,,,
368,13480748,25 Haziran 2023,Satılık,150 M2,21 Ve Üzeri,3,Kiracı Oturuyor,25 Haziran 2023,Konut,125 M2,3+1,3.Kat,Sobalı,1.315.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,Krediye Uygun Değil,,
369,13478907,17 Temmuz 2023,Satılık,110 M2,5-10,10,Mülk Sahibi Oturuyor,25 Haziran 2023,Konut,100 M2,2+1,1.Kat,Merkezi (Pay Ölçer),1.120.000TLarrow_downward%3,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
370,13478860,29 Temmuz 2023,Satılık,220 M2,5-10,14,Mülk Sahibi Oturuyor,25 Haziran 2023,Konut,170 M2,4+1,13.Kat,Merkezi (Pay Ölçer),4.150.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,,,
371,13478350,25 Haziran 2023,Satılık,239 M2,0 (Yeni),2,Boş,25 Haziran 2023,Konut,200 M2,4+1,Düz Giriş,Kombi Doğalgaz,7.000.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
372,13478349,25 Haziran 2023,Satılık,184 M2,0 (Yeni),14,Boş,25 Haziran 2023,Konut,135 M2,3.5+1,2.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,,
373,13478348,22 Temmuz 2023,Satılık,165 M2,0 (Yeni),7,Kiracı Oturuyor,25 Haziran 2023,Konut,145 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.500.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,,,
374,13478347,26 Haziran 2023,Satılık,185 M2,0 (Yeni),8,Boş,25 Haziran 2023,Konut,155 M2,4+1,4.Kat,Merkezi (Pay Ölçer),1.920.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,Krediye Uygun Değil,,
375,13478345,22 Temmuz 2023,Satılık,175 M2,0 (Yeni),14,Boş,25 Haziran 2023,Konut,155 M2,3+1,1.Kat,Merkezi Doğalgaz,1.750.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,Krediye Uygun Değil,,
376,13477905,25 Haziran 2023,Satılık,165 M2,0 (Yeni),4,Boş,25 Haziran 2023,Konut,120 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.575.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
377,13476940,24 Haziran 2023,Satılık,550 M2,5-10,4,Boş,24 Haziran 2023,Konut,500 M2,6+1,Düz Giriş,Yerden Isıtma,18.250.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,Krediye Uygun Değil,,
378,13474366,03 Temmuz 2023,Satılık,190 M2,5-10,15,Boş,24 Haziran 2023,Konut,165 M2,3+1,5.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,
379,13473183,29 Temmuz 2023,Satılık,185 M2,5-10,15,Mülk Sahibi Oturuyor,24 Haziran 2023,Konut,155 M2,3+1,1.Kat,Kombi Doğalgaz,1.472.000TLarrow_downward%2,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,
380,13473010,08 Temmuz 2023,Satılık,160 M2,0 (Yeni),10,Boş,24 Haziran 2023,Konut,115 M2,2+1,5.Kat,Kombi Doğalgaz,300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,
381,13472627,24 Haziran 2023,Satılık,180 M2,5-10,13,Boş,24 Haziran 2023,Konut,160 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.640.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
