,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu
382,13471667,23 Haziran 2023,Satılık,250 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,23 Haziran 2023,Konut,200 M2,3+1,Düz Giriş,Isıtma Yok,19.500.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,Krediye Uygun Değil,,
383,13471665,23 Haziran 2023,Satılık,250 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,23 Haziran 2023,Konut,200 M2,3+1,Düz Giriş,Isıtma Yok,28.500.000TL,Kayseri - Melikgazi - Hisarcık Mahallesi,Krediye Uygun Değil,,
384,13470668,28 Temmuz 2023,Satılık,165 M2,4,4,Kiracı Oturuyor,23 Haziran 2023,Konut,124 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.410.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,Krediye Uygun Değil,,
385,13469774,24 Temmuz 2023,Satılık,5.000 M2,21 Ve Üzeri,3,Boş,23 Haziran 2023,Konut,290 M2,6+1,Müstakil.Kat,Sobalı,5.100.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Bilinmiyor,,
386,13468826,23 Haziran 2023,Satılık,165 M2,2,12,Kiracı Oturuyor,23 Haziran 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.570.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
387,13467088,22 Haziran 2023,Satılık,210 M2,5-10,8,Kiracı Oturuyor,22 Haziran 2023,Konut,190 M2,4+1,8.Kat,Yerden Isıtma,2.325.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
388,13463613,22 Haziran 2023,Satılık,185 M2,2,14,Kiracı Oturuyor,22 Haziran 2023,Konut,145 M2,3.5+1,1.Kat,Merkezi (Pay Ölçer),1.510.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
389,13463514,28 Temmuz 2023,Satılık,175 M2,0 (Yeni),6,Boş,22 Haziran 2023,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,1.850.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
390,13462777,22 Haziran 2023,Satılık,130 M2,16-20,4,Kiracı Oturuyor,22 Haziran 2023,Konut,100 M2,3+1,2.Kat,Kombi Doğalgaz,995.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
391,13461780,05 Temmuz 2023,Satılık,200 M2,0 (Yeni),13,Boş,22 Haziran 2023,Konut,160 M2,4+1,8.Kat,Merkezi (Pay Ölçer),2.450.000TLarrow_downward%7,Kayseri - Kocasinan - Seyrani Mahallesi,,,
392,13461774,22 Haziran 2023,Satılık,200 M2,0 (Yeni),2,Boş,22 Haziran 2023,Konut,150 M2,4+1,Düz Giriş,Kombi Doğalgaz,6.100.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
393,13461770,22 Haziran 2023,Satılık,160 M2,0 (Yeni),13,Boş,22 Haziran 2023,Konut,130 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.700.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Krediye Uygun Değil,,
394,13461036,22 Haziran 2023,Satılık,500 M2,16-20,1,Kiracı Oturuyor,21 Haziran 2023,Konut,428 M2,3+1,Düz Giriş,Sobalı,1.700.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,Krediye Uygun Değil,,
395,13460963,22 Haziran 2023,Satılık,250 M2,2,2,Mülk Sahibi Oturuyor,21 Haziran 2023,Konut,200 M2,5+1,Düz Giriş,Kombi Doğalgaz,6.799.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
396,13460959,18 Temmuz 2023,Satılık,500 M2,5-10,2,Mülk Sahibi Oturuyor,21 Haziran 2023,Konut,190 M2,3+2,Düz Giriş,Kombi Doğalgaz,7.750.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,,,
397,13460363,23 Haziran 2023,Satılık,165 M2,0 (Yeni),14,Boş,21 Haziran 2023,Konut,130 M2,4+1,5.Kat,Merkezi (Pay Ölçer),600.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
398,13460066,24 Temmuz 2023,Satılık,225 M2,0 (Yeni),14,Boş,21 Haziran 2023,Konut,175 M2,4.5+1,2.Kat,Merkezi (Pay Ölçer),4.250.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
399,13459668,21 Haziran 2023,Satılık,230 M2,0 (Yeni),1,Boş,21 Haziran 2023,Konut,180 M2,4+1,Düz Giriş,Kombi Doğalgaz,5.800.000TL,Kayseri - Melikgazi - Gesi Mahallesi,Bilinmiyor,,
400,13459622,21 Haziran 2023,Satılık,100 M2,21 Ve Üzeri,3,Boş,21 Haziran 2023,Konut,80 M2,3+1,Tam Bodrum.Kat,Sobalı,580.000TL,Kayseri - Kocasinan - Mimarsinan Mahallesi,Krediye Uygun Değil,,
401,13454628,20 Haziran 2023,Satılık,175 M2,0 (Yeni),6,Boş,20 Haziran 2023,Konut,125 M2,3+1,1.Kat,Kombi Doğalgaz,1.499.000TL,Kayseri - Kocasinan - General Emir Mahallesi,Krediye Uygun Değil,,
402,13454579,20 Haziran 2023,Satılık,130 M2,11-15,9,Mülk Sahibi Oturuyor,20 Haziran 2023,Konut,110 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.275.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
403,13454354,04 Temmuz 2023,Satılık,140 M2,0 (Yeni),12,Boş,20 Haziran 2023,Konut,125 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.800.000TL,Kayseri - Kocasinan - Seyrani Mahallesi,,,
404,13453544,25 Temmuz 2023,Satılık,135 M2,21 Ve Üzeri,4,Kiracı Oturuyor,20 Haziran 2023,Konut,100 M2,3+1,2.Kat,Kombi Doğalgaz,1.750.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,Krediye Uygun Değil,,
405,13453414,21 Haziran 2023,Satılık,165 M2,21 Ve Üzeri,8,Kiracı Oturuyor,20 Haziran 2023,Konut,145 M2,3+1,5.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Kocasinan - Erciyesevler Mahallesi,,,
406,13453078,20 Haziran 2023,Satılık,175 M2,0 (Yeni),14,Boş,20 Haziran 2023,Konut,140 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.700.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
407,13453067,20 Haziran 2023,Satılık,175 M2,5-10,11,Kiracı Oturuyor,20 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.695.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
408,13451393,20 Haziran 2023,Satılık,280 M2,16-20,14,Boş,20 Haziran 2023,Konut,220 M2,4+1,6.Kat,Kombi Doğalgaz,3.350.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,,,
409,13450210,29 Temmuz 2023,Satılık,155 M2,0 (Yeni),10,Boş,20 Haziran 2023,Konut,130 M2,2.5+1,6.Kat,Merkezi Doğalgaz,1.065.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
410,13449555,06 Temmuz 2023,Satılık,145 M2,16-20,5,Mülk Sahibi Oturuyor,20 Haziran 2023,Konut,110 M2,2+1,5.Kat,Sobalı,660.000TL,Kayseri - Kocasinan - Sanayi Mahallesi,,,
411,13448909,20 Haziran 2023,Satılık,100 M2,2,16,Boş,20 Haziran 2023,Konut,90 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.395.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
412,13448906,20 Haziran 2023,Satılık,150 M2,5-10,12,Mülk Sahibi Oturuyor,20 Haziran 2023,Konut,110 M2,3+1,12.Kat,Merkezi Doğalgaz,1.950.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
413,13448905,15 Temmuz 2023,Satılık,175 M2,4,14,Boş,20 Haziran 2023,Konut,130 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.640.000TL,Kayseri - Kocasinan - Yavuzlar Mahallesi,Krediye Uygun Değil,,
414,13448904,22 Haziran 2023,Satılık,120 M2,0 (Yeni),2,Boş,20 Haziran 2023,Konut,100 M2,3+1,Düz Giriş,Sobalı,2.400.000TL,Kayseri - Kocasinan - Buğdaylı Mahallesi,,,
415,13448900,20 Haziran 2023,Satılık,185 M2,0 (Yeni),2,Boş,20 Haziran 2023,Konut,130 M2,4+1,Düz Giriş,Kombi Doğalgaz,8.600.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,Krediye Uygun Değil,,
416,13448472,19 Haziran 2023,Satılık,160 M2,0 (Yeni),6,Boş,19 Haziran 2023,Konut,130 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,1.100.000TL,Kayseri - Melikgazi - Fatih Mahallesi,,,
417,13448249,19 Haziran 2023,Satılık,170 M2,21 Ve Üzeri,12,Boş,19 Haziran 2023,Konut,135 M2,3+1,4.Kat,Yerden Isıtma,1.500.000TL,Kayseri - Melikgazi - 30 Ağustos Mahallesi,Krediye Uygun Değil,,
418,13448247,21 Temmuz 2023,Satılık,130 M2,16-20,8,Mülk Sahibi Oturuyor,19 Haziran 2023,Konut,110 M2,3+1,6.Kat,Kombi Doğalgaz,1.150.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,,,
419,13447830,19 Haziran 2023,Satılık,100 M2,0 (Yeni),10,Boş,19 Haziran 2023,Konut,85 M2,2+1,9.Kat,Merkezi Doğalgaz,300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
420,13447405,19 Haziran 2023,Satılık,165 M2,5-10,6,Boş,19 Haziran 2023,Konut,130 M2,3+1,1.Kat,Kombi Doğalgaz,1.350.000TL,Kayseri - Melikgazi - Battalgazi Mahallesi,,,
421,13446261,07 Temmuz 2023,Satılık,330 M2,5-10,3,Boş,19 Haziran 2023,Konut,329 M2,1 Oda,,Isıtma Yok,1.820.000TL,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,Krediye Uygun,Bilinmiyor,
422,13446170,19 Haziran 2023,Satılık,170 M2,0 (Yeni),10,Boş,19 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1.800.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,,
423,13446023,19 Haziran 2023,Satılık,210 M2,0 (Yeni),12,Boş,19 Haziran 2023,Konut,190 M2,4+1,4.Kat,Merkezi (Pay Ölçer),2.500.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
424,13445766,04 Temmuz 2023,Satılık,135 M2,0 (Yeni),8,Boş,19 Haziran 2023,Konut,110 M2,3+1,1.Kat,Kombi Doğalgaz,1.850.000TL,Kayseri - Kocasinan - Yavuzlar Mahallesi,,,
425,13441897,29 Temmuz 2023,Satılık,85 M2,5-10,3,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,65 M2,2+1,2.Kat,Merkezi (Pay Ölçer),820.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
426,13441896,29 Temmuz 2023,Satılık,125 M2,0 (Yeni),13,Boş,18 Haziran 2023,Konut,95 M2,2+1,12.Kat,Merkezi (Pay Ölçer),1.400.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
427,13441895,29 Temmuz 2023,Satılık,150 M2,0 (Yeni),8,Boş,18 Haziran 2023,Konut,145 M2,3+1,Çatı Katı,Merkezi Doğalgaz,1.670.000TL,Kayseri - Melikgazi - Gökkent Mahallesi,,,
428,13441892,29 Temmuz 2023,Satılık,170 M2,0 (Yeni),14,Boş,18 Haziran 2023,Konut,130 M2,3+1,12.Kat,Merkezi (Pay Ölçer),1.950.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
429,13441889,29 Temmuz 2023,Satılık,55 M2,5-10,3,Boş,18 Haziran 2023,Konut,50 M2,1+1,2.Kat,Kombi Doğalgaz,649.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
430,13441888,29 Temmuz 2023,Satılık,185 M2,3,14,Boş,18 Haziran 2023,Konut,180 M2,3+1,7.Kat,Merkezi Doğalgaz,1.800.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
431,13441296,19 Haziran 2023,Satılık,380 M2,5-10,13,Boş,18 Haziran 2023,Konut,315 M2,6+2,13.Kat,Yerden Isıtma,5.950.000TL,Kayseri - Melikgazi - Germir Mahallesi,,,
432,13441294,18 Haziran 2023,Satılık,210 M2,0 (Yeni),14,Boş,18 Haziran 2023,Konut,153 M2,4+1,2.Kat,Merkezi (Pay Ölçer),3.699.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,,
433,13441292,18 Haziran 2023,Satılık,160 M2,4,8,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,140 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,
434,13440901,29 Temmuz 2023,Satılık,450 M2,11-15,4,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,440 M2,2+1,Bahçe Dublex,Kombi Doğalgaz,3.150.000TLarrow_downward%90,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,,,
435,13440238,28 Temmuz 2023,Satılık,280 M2,5-10,13,Kiracı Oturuyor,18 Haziran 2023,Konut,230 M2,4+1,11.Kat,Merkezi Doğalgaz,7.600.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
436,13440042,29 Temmuz 2023,Satılık,250 M2,5-10,11,Boş,18 Haziran 2023,Konut,200 M2,5+2,11.Kat,Kombi Doğalgaz,2.350.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
437,13438726,27 Temmuz 2023,Satılık,185 M2,0 (Yeni),10,Boş,18 Haziran 2023,Konut,140 M2,3+2,2.Kat,Merkezi (Pay Ölçer),2.090.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
438,13438440,04 Temmuz 2023,Satılık,450 M2,5-10,4,Boş,18 Haziran 2023,Konut,380 M2,9+ Oda,Bahçe Katı,Kombi Doğalgaz,16.900.000TL,Kayseri - Melikgazi - Gesi Mahallesi,,,
439,13437153,29 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,18 Haziran 2023,Konut,150 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.535.000TL,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,
440,13434471,10 Temmuz 2023,Satılık,100 M2,4,6,Boş,17 Haziran 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
441,13434359,08 Temmuz 2023,Satılık,175 M2,0 (Yeni),7,Boş,17 Haziran 2023,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,,
442,13433808,26 Temmuz 2023,Satılık,175 M2,0 (Yeni),11,Boş,17 Haziran 2023,Konut,140 M2,3+1,10.Kat,Merkezi Doğalgaz,1.575.000TL,Kayseri - Melikgazi - Esentepe Mahallesi,Krediye Uygun Değil,,
443,13433321,26 Temmuz 2023,Satılık,175 M2,5-10,14,Mülk Sahibi Oturuyor,17 Haziran 2023,Konut,145 M2,3+1,6.Kat,Merkezi Doğalgaz,1.900.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,Krediye Uygun Değil,,
444,13433306,27 Temmuz 2023,Satılık,132 M2,11-15,9,Boş,17 Haziran 2023,Konut,116 M2,3+1,9.Kat,Kombi Doğalgaz,1.150.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
445,13433303,27 Temmuz 2023,Satılık,145 M2,0 (Yeni),12,Boş,17 Haziran 2023,Konut,125 M2,3+1,6.Kat,Merkezi (Pay Ölçer),415.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
446,13433301,27 Temmuz 2023,Satılık,100 M2,0 (Yeni),12,Boş,17 Haziran 2023,Konut,95 M2,2+1,5.Kat,Merkezi Doğalgaz,300.000TLarrow_downward%3,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,
447,13433298,27 Temmuz 2023,Satılık,375 M2,21 Ve Üzeri,2,Boş,17 Haziran 2023,Konut,300 M2,3+1,Bahçe Katı,Sobalı,1.600.000TL,Kayseri - Melikgazi - Hürriyet Mahallesi,Krediye Uygun Değil,,
448,13431761,17 Haziran 2023,Satılık,400 M2,0 (Yeni),3,Boş,17 Haziran 2023,Konut,350 M2,3+1,Düz Giriş,Kombi Doğalgaz,22.500.000TL,Kayseri - Melikgazi - Becen Mahallesi,Krediye Uygun Değil,,
449,13429534,19 Haziran 2023,Satılık,130 M2,0 (Yeni),14,Boş,16 Haziran 2023,Konut,118 M2,3+1,5.Kat,Merkezi Doğalgaz,205.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,
450,13429376,16 Haziran 2023,Satılık,280 M2,0 (Yeni),3,Boş,16 Haziran 2023,Konut,260 M2,5+1,Düz Giriş,Kombi Doğalgaz,14.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
451,13429367,16 Haziran 2023,Satılık,245 M2,0 (Yeni),3,Boş,16 Haziran 2023,Konut,216 M2,5+1,Düz Giriş,Kombi Doğalgaz,5.750.000TL,Kayseri - Melikgazi - Gesi Mahallesi,,,
452,13429361,22 Haziran 2023,Satılık,175 M2,1,11,Kiracı Oturuyor,16 Haziran 2023,Konut,140 M2,3+1,1.Kat,Merkezi (Pay Ölçer),3.490.000TLarrow_downward%12,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
453,13429360,16 Haziran 2023,Satılık,300 M2,0 (Yeni),3,Boş,16 Haziran 2023,Konut,280 M2,7+1,Düz Giriş,Yerden Isıtma,18.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
454,13428240,27 Temmuz 2023,Satılık,125 M2,0 (Yeni),9,Boş,16 Haziran 2023,Konut,110 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
455,13428176,22 Haziran 2023,Satılık,85 M2,16-20,3,Boş,16 Haziran 2023,Konut,55 M2,1+1,Düz Giriş,Kombi Doğalgaz,675.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
456,13428000,26 Temmuz 2023,Satılık,160 M2,21 Ve Üzeri,8,Boş,16 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1.449.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
457,13427752,16 Haziran 2023,Satılık,160 M2,21 Ve Üzeri,8,Boş,16 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1.149.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
458,13426085,28 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,3,Boş,16 Haziran 2023,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,920.000TL,Kayseri - Kocasinan - Mimarsinan Mahallesi,,,
459,13425300,15 Temmuz 2023,Satılık,280 M2,21 Ve Üzeri,10,Boş,16 Haziran 2023,Konut,240 M2,4+1,6.Kat,Merkezi (Pay Ölçer),4.350.000TLarrow_downward%1,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
460,13425124,16 Haziran 2023,Satılık,195 M2,0 (Yeni),2,Boş,16 Haziran 2023,Konut,165 M2,5+1,Villa Tipi,Kombi Doğalgaz,9.100.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
461,13424091,16 Haziran 2023,Satılık,205 M2,0 (Yeni),14,Boş,16 Haziran 2023,Konut,175 M2,4+1,3.Kat,Merkezi (Pay Ölçer),2.350.000TL,Kayseri - Kocasinan - Saray Bosna Mahallesi,,,
462,13423784,16 Haziran 2023,Satılık,190 M2,0 (Yeni),12,Boş,16 Haziran 2023,Konut,175 M2,4+1,5.Kat,Merkezi (Pay Ölçer),3.400.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
463,13422780,15 Haziran 2023,Satılık,165 M2,0 (Yeni),9,Boş,15 Haziran 2023,Konut,125 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Erkilet Mahallesi,,,
464,13422507,26 Haziran 2023,Satılık,165 M2,5-10,12,Boş,15 Haziran 2023,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,1.570.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
465,13421982,28 Temmuz 2023,Satılık,100 M2,0 (Yeni),10,Boş,15 Haziran 2023,Konut,85 M2,2+1,7.Kat,Merkezi Doğalgaz,300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,
466,13421607,15 Haziran 2023,Satılık,160 M2,16-20,11,Boş,15 Haziran 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,1.270.000TL,Kayseri - Melikgazi - 19 Mayıs Mahallesi,,,
467,13421473,28 Temmuz 2023,Satılık,270 M2,5-10,5,Boş,15 Haziran 2023,Konut,250 M2,4+1,Villa Tipi,Merkezi Doğalgaz,2.350.000TL,Kayseri - Melikgazi - Germir Mahallesi,,,
468,13421460,15 Haziran 2023,Satılık,270 M2,5-10,11,Boş,15 Haziran 2023,Konut,220 M2,4.5+1,11.Kat,Merkezi (Pay Ölçer),5.250.000TL,Kayseri - Kocasinan - Erciyesevler Mahallesi,Krediye Uygun Değil,,
469,13419957,21 Temmuz 2023,Satılık,120 M2,1,14,Boş,15 Haziran 2023,Konut,95 M2,2+1,7.Kat,Merkezi Doğalgaz,1.450.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
470,13418743,16 Haziran 2023,Satılık,165 M2,5-10,13,Kiracı Oturuyor,15 Haziran 2023,Konut,145 M2,3+1,8.Kat,Merkezi Doğalgaz,1.950.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
471,13417028,02 Temmuz 2023,Satılık,155 M2,21 Ve Üzeri,5,Kiracı Oturuyor,15 Haziran 2023,Konut,140 M2,3+1,4.Kat,Kombi Doğalgaz,1.400.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,,,
472,13417020,26 Temmuz 2023,Satılık,290 M2,0 (Yeni),3,Boş,15 Haziran 2023,Konut,289 M2,6+1,Düz Giriş,Kombi Doğalgaz,10.500.000TL,Kayseri - Melikgazi - Becen Mahallesi,Krediye Uygun Değil,,
473,13417017,26 Temmuz 2023,Satılık,300 M2,5-10,2,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,280 M2,4+1,Düz Giriş,Sobalı,12.850.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,Krediye Uygun Değil,,
474,13417011,26 Temmuz 2023,Satılık,95 M2,4,1,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,80 M2,2+1,Düz Giriş,Sobalı,2.250.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,
475,13417008,26 Temmuz 2023,Satılık,195 M2,0 (Yeni),12,Boş,15 Haziran 2023,Konut,145 M2,4+1,7.Kat,Merkezi (Pay Ölçer),3.700.000TL,Kayseri - Kocasinan - Alsancak Mahallesi,,,
476,13416475,09 Temmuz 2023,Satılık,250 M2,3,4,Mülk Sahibi Oturuyor,15 Haziran 2023,Konut,210 M2,4+1,Yüksek Giriş,Merkezi Doğalgaz,2.200.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
477,13416416,16 Haziran 2023,Satılık,90 M2,3,5,Mülk Sahibi Oturuyor,14 Haziran 2023,Konut,85 M2,2+1,3.Kat,Merkezi Doğalgaz,1.010.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
478,13416166,26 Temmuz 2023,Satılık,145 M2,16-20,12,Boş,14 Haziran 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.300.000TLarrow_downward%4,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
479,13415402,29 Temmuz 2023,Satılık,160 M2,11-15,12,Boş,14 Haziran 2023,Konut,130 M2,3+1,7.Kat,Kombi Doğalgaz,1.380.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
480,13415374,29 Temmuz 2023,Satılık,128 M2,16-20,9,Kiracı Oturuyor,14 Haziran 2023,Konut,100 M2,3+1,5.Kat,Merkezi Doğalgaz,1.300.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,
481,13415221,28 Temmuz 2023,Satılık,110 M2,16-20,3,Boş,14 Haziran 2023,Konut,90 M2,2+1,3.Kat,Doğalgaz Sobalı,775.000TL,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,Bilinmiyor,,
482,13414906,17 Temmuz 2023,Satılık,200 M2,0 (Yeni),10,Boş,14 Haziran 2023,Konut,185 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2.400.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,
483,13414783,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),12,Boş,14 Haziran 2023,Konut,129 M2,3+1,6.Kat,Merkezi (Pay Ölçer),2.080.000TLarrow_downward%90,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
484,13414490,21 Haziran 2023,Satılık,145 M2,11-15,12,Boş,14 Haziran 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.500.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
485,13414414,14 Haziran 2023,Satılık,175 M2,11-15,13,Boş,14 Haziran 2023,Konut,138 M2,3+1,7.Kat,Merkezi (Pay Ölçer),2.300.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
486,13414301,11 Temmuz 2023,Satılık,240 M2,0 (Yeni),2,Boş,14 Haziran 2023,Konut,190 M2,5+1,Villa Tipi,Kombi Doğalgaz,11.000.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
487,13414175,14 Temmuz 2023,Satılık,200 M2,3,10,Boş,14 Haziran 2023,Konut,175 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2.590.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
488,13413996,08 Temmuz 2023,Satılık,106 M2,0 (Yeni),10,Boş,14 Haziran 2023,Konut,75 M2,2+1,2.Kat,Kat Kaloriferi,1.525.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,Krediye Uygun Değil,,
489,13413989,08 Temmuz 2023,Satılık,155 M2,2,15,Kiracı Oturuyor,14 Haziran 2023,Konut,105 M2,3+1,6.Kat,Kat Kaloriferi,1.650.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
490,13413970,08 Temmuz 2023,Satılık,170 M2,5-10,15,Boş,14 Haziran 2023,Konut,130 M2,3+1,4.Kat,Kat Kaloriferi,1.750.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,
491,13413631,17 Temmuz 2023,Satılık,126 M2,2,17,Boş,14 Haziran 2023,Konut,106 M2,2+1,9.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
