Unnamed: 0,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu,Şehir,İlçe,Mahalle
791,13214459,23 Haziran 2023,Satılık,165 M2,0 (Yeni),12,Boş,11 Mayıs 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),210000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
792,13212552,15 Mayıs 2023,Satılık,90 M2,16-20,8,Mülk Sahibi Oturuyor,11 Mayıs 2023,Konut,80 M2,3+1,4.Kat,Kombi Doğalgaz,1070000,Kayseri - Melikgazi - Anafartalar Mahallesi,,,,Kayseri,Melikgazi,Anafartalar Mahallesi
793,13203409,26 Temmuz 2023,Satılık,215 M2,16-20,8,Kiracı Oturuyor,10 Mayıs 2023,Konut,180 M2,3+1,2.Kat,Merkezi Doğalgaz,1625000,Kayseri - Kocasinan - Seyrani Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Seyrani Mahallesi
794,13203408,26 Temmuz 2023,Satılık,165 M2,0 (Yeni),8,Boş,10 Mayıs 2023,Konut,120 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Kocasinan - Yavuzlar Mahallesi,,,,Kayseri,Kocasinan,Yavuzlar Mahallesi
795,13203405,26 Temmuz 2023,Satılık,737 M2,4,1,Boş,10 Mayıs 2023,Konut,736 M2,2+1,Müstakil.Kat,Sobalı,1690000,Kayseri - Kocasinan - Kemer Mahallesi,,,,Kayseri,Kocasinan,Kemer Mahallesi
796,13203200,10 Mayıs 2023,Satılık,202 M2,1,8,Boş,10 Mayıs 2023,Konut,140 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2750000,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,,Kayseri,Kocasinan,Sancaktepe Mahallesi
797,13203199,10 Mayıs 2023,Satılık,75 M2,5-10,5,Kiracı Oturuyor,10 Mayıs 2023,Konut,65 M2,2+1,1.Kat,Merkezi (Pay Ölçer),800000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
798,13202425,08 Temmuz 2023,Satılık,160 M2,1,7,Kiracı Oturuyor,09 Mayıs 2023,Konut,120 M2,3+1,7.Kat,Kombi Doğalgaz,1700000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
799,13199955,12 Haziran 2023,Satılık,100 M2,1,10,Boş,09 Mayıs 2023,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,1250000,Kayseri - Kocasinan - Şeker Mahallesi,,,,Kayseri,Kocasinan,Şeker Mahallesi
800,13197323,23 Haziran 2023,Satılık,165 M2,0 (Yeni),15,Boş,09 Mayıs 2023,Konut,125 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1625000,Kayseri - Kocasinan - Yunusemre Mahallesi,,,,Kayseri,Kocasinan,Yunusemre Mahallesi
801,13197230,15 Haziran 2023,Satılık,152 M2,0 (Yeni),15,Boş,09 Mayıs 2023,Konut,125 M2,3+1,5.Kat,Merkezi Doğalgaz,295000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
802,13196744,09 Mayıs 2023,Satılık,150 M2,3,11,Mülk Sahibi Oturuyor,09 Mayıs 2023,Konut,130 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
803,13196742,17 Mayıs 2023,Satılık,150 M2,11-15,12,Kiracı Oturuyor,09 Mayıs 2023,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,1200000,Kayseri - Kocasinan - Turgut Reis Mahallesi,,,,Kayseri,Kocasinan,Turgut Reis Mahallesi
804,13196738,14 Haziran 2023,Satılık,150 M2,11-15,9,Mülk Sahibi Oturuyor,09 Mayıs 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
805,13196736,16 Haziran 2023,Satılık,110 M2,0 (Yeni),12,Boş,09 Mayıs 2023,Konut,90 M2,2+1,4.Kat,Merkezi (Pay Ölçer),350000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
806,13196734,17 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,09 Mayıs 2023,Konut,145 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1780000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
807,13196732,16 Haziran 2023,Satılık,95 M2,5-10,7,Mülk Sahibi Oturuyor,09 Mayıs 2023,Konut,85 M2,2+1,5.Kat,Merkezi Doğalgaz,920000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
808,13196730,09 Mayıs 2023,Satılık,110 M2,16-20,9,Mülk Sahibi Oturuyor,09 Mayıs 2023,Konut,95 M2,2+1,1.Kat,Merkezi Doğalgaz,899000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
809,13195424,29 Temmuz 2023,Satılık,200 M2,0 (Yeni),12,Boş,08 Mayıs 2023,Konut,185 M2,5+1,1.Kat,Merkezi (Pay Ölçer),2000000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
810,13195398,08 Mayıs 2023,Satılık,195 M2,11-15,13,Mülk Sahibi Oturuyor,08 Mayıs 2023,Konut,155 M2,3+1,3.Kat,Merkezi (Pay Ölçer),3000000,Kayseri - Melikgazi - Alpaslan Mahallesi,,,,Kayseri,Melikgazi,Alpaslan Mahallesi
811,13195394,19 Temmuz 2023,Satılık,165 M2,0 (Yeni),7,Boş,08 Mayıs 2023,Konut,140 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1925000,Kayseri - Kocasinan - Uğurevler Mahallesi,,,,Kayseri,Kocasinan,Uğurevler Mahallesi
812,13194243,25 Temmuz 2023,Satılık,175 M2,0 (Yeni),11,Boş,08 Mayıs 2023,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1850000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
813,13193839,08 Mayıs 2023,Satılık,200 M2,11-15,13,Boş,08 Mayıs 2023,Konut,155 M2,3+1,11.Kat,Kombi Doğalgaz,2500000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
814,13193591,08 Mayıs 2023,Satılık,212 M2,21 Ve Üzeri,2,Kiracı Oturuyor,08 Mayıs 2023,Konut,200 M2,2+1,2.Kat,Kombi Doğalgaz,1450000,Kayseri - Kocasinan - Alsancak Mahallesi,,,,Kayseri,Kocasinan,Alsancak Mahallesi
815,13189121,02 Haziran 2023,Satılık,165 M2,0 (Yeni),12,Boş,08 Mayıs 2023,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Şirintepe Mahallesi,,,,Kayseri,Melikgazi,Şirintepe Mahallesi
816,13189115,14 Haziran 2023,Satılık,165 M2,0 (Yeni),13,Boş,08 Mayıs 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
817,13189114,08 Mayıs 2023,Satılık,132 M2,5-10,7,Kiracı Oturuyor,08 Mayıs 2023,Konut,120 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1135000,Kayseri - Melikgazi - Demokrasi Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Demokrasi Mahallesi
818,13189108,02 Haziran 2023,Satılık,165 M2,0 (Yeni),13,Boş,08 Mayıs 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
819,13189054,08 Mayıs 2023,Satılık,186 M2,11-15,13,Kiracı Oturuyor,08 Mayıs 2023,Konut,160 M2,3+1,5.Kat,Kombi Doğalgaz,2450000,Kayseri - Kocasinan - Uğurevler Mahallesi,,,,Kayseri,Kocasinan,Uğurevler Mahallesi
820,13189053,08 Mayıs 2023,Satılık,130 M2,21 Ve Üzeri,8,Boş,08 Mayıs 2023,Konut,100 M2,3+1,Düz Giriş,Sobalı,745000,Kayseri - Melikgazi - Kocatepe Mahallesi,,,,Kayseri,Melikgazi,Kocatepe Mahallesi
821,13187795,07 Mayıs 2023,Satılık,180 M2,0 (Yeni),14,Boş,07 Mayıs 2023,Konut,140 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,,Kayseri,Kocasinan,Sancaktepe Mahallesi
822,13187794,12 Temmuz 2023,Satılık,105 M2,0 (Yeni),12,Boş,07 Mayıs 2023,Konut,85 M2,2+1,1.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Saray Bosna Mahallesi
823,13187792,07 Mayıs 2023,Satılık,220 M2,0 (Yeni),14,Boş,07 Mayıs 2023,Konut,165 M2,4.5+1,3.Kat,Merkezi (Pay Ölçer),2240000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Saray Bosna Mahallesi
824,13183781,08 Temmuz 2023,Satılık,160 M2,0 (Yeni),7,Kiracı Oturuyor,07 Mayıs 2023,Konut,120 M2,3+1,7.Kat,Kombi Doğalgaz,1695000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
825,13182477,08 Haziran 2023,Satılık,240 M2,3,3,Boş,06 Mayıs 2023,Konut,180 M2,4+1,Villa Tipi,Kat Kaloriferi,3200000,Kayseri - Kocasinan - Çevril Mahallesi,Bilinmiyor,,,Kayseri,Kocasinan,Çevril Mahallesi
826,13181864,26 Temmuz 2023,Satılık,175 M2,5-10,8,Mülk Sahibi Oturuyor,06 Mayıs 2023,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,1700000,Kayseri - Melikgazi - Esenyurt Mahallesi,,,,Kayseri,Melikgazi,Esenyurt Mahallesi
827,13181843,26 Temmuz 2023,Satılık,330 M2,0 (Yeni),3,Boş,06 Mayıs 2023,Konut,265 M2,7+1,Düz Giriş,Yerden Isıtma,10000000,Kayseri - Melikgazi - Altınoluk Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Altınoluk Mahallesi
828,13180992,06 Mayıs 2023,Satılık,170 M2,0 (Yeni),9,Boş,06 Mayıs 2023,Konut,140 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1420000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
829,13180989,20 Mayıs 2023,Satılık,170 M2,5-10,7,Kiracı Oturuyor,06 Mayıs 2023,Konut,155 M2,3+1,3.Kat,Merkezi Doğalgaz,1200000,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,,Kayseri,Kocasinan,Sancaktepe Mahallesi
830,13176427,20 Temmuz 2023,Satılık,110 M2,5-10,9,Boş,05 Mayıs 2023,Konut,90 M2,2+1,6.Kat,Kombi Doğalgaz,1240000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,,,,Kayseri,Melikgazi,19 Mayıs Mahallesi
831,13172102,14 Haziran 2023,Satılık,165 M2,11-15,10,Boş,05 Mayıs 2023,Konut,132 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1159000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
832,13168585,16 Mayıs 2023,Satılık,100 M2,5-10,10,Mülk Sahibi Oturuyor,04 Mayıs 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,1050000,Kayseri - Kocasinan - Şeker Mahallesi,,,,Kayseri,Kocasinan,Şeker Mahallesi
833,13168416,23 Temmuz 2023,Satılık,215 M2,11-15,13,Mülk Sahibi Oturuyor,04 Mayıs 2023,Konut,190 M2,4+1,9.Kat,Merkezi Doğalgaz,2500000,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,,Kayseri,Kocasinan,Beyazşehir Mahallesi
834,13168357,26 Temmuz 2023,Satılık,170 M2,11-15,7,Kiracı Oturuyor,04 Mayıs 2023,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,1135000,Kayseri - Melikgazi - Gülük Mahallesi,,,,Kayseri,Melikgazi,Gülük Mahallesi
835,13167398,04 Mayıs 2023,Satılık,240 M2,5-10,11,Mülk Sahibi Oturuyor,04 Mayıs 2023,Konut,180 M2,4+1,2.Kat,Merkezi (Pay Ölçer),4000000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
836,13163559,14 Haziran 2023,Satılık,155 M2,5-10,10,Kiracı Oturuyor,03 Mayıs 2023,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1450000,Kayseri - Kocasinan - Turgut Reis Mahallesi,,,,Kayseri,Kocasinan,Turgut Reis Mahallesi
837,13157288,27 Temmuz 2023,Satılık,175 M2,2,10,Boş,02 Mayıs 2023,Konut,135 M2,3+2,2.Kat,Merkezi (Pay Ölçer),2075000,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,,Kayseri,Kocasinan,Beyazşehir Mahallesi
838,13156320,06 Mayıs 2023,Satılık,175 M2,0 (Yeni),10,Boş,02 Mayıs 2023,Konut,145 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1849000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
839,13155196,03 Temmuz 2023,Satılık,115 M2,5-10,1,Mülk Sahibi Oturuyor,01 Mayıs 2023,Konut,100 M2,2+1,Müstakil.Kat,Şömine,9350000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
840,13148514,26 Temmuz 2023,Satılık,260 M2,0 (Yeni),3,Boş,30 Nisan 2023,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Becen Mahallesi,,,,Kayseri,Melikgazi,Becen Mahallesi
841,13148512,26 Temmuz 2023,Satılık,165 M2,4,13,Kiracı Oturuyor,30 Nisan 2023,Konut,135 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1300000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
842,13145662,04 Mayıs 2023,Satılık,1.042 M2,0 (Yeni),2,Boş,29 Nisan 2023,Konut,340 M2,5+1,Müstakil.Kat,Kombi Doğalgaz,13990000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
843,13145494,20 Temmuz 2023,Satılık,155 M2,0 (Yeni),12,Boş,29 Nisan 2023,Konut,130 M2,3+1,3.Kat,Merkezi Doğalgaz,275000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
844,13138326,25 Temmuz 2023,Satılık,155 M2,3,13,Mülk Sahibi Oturuyor,28 Nisan 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1470000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
845,13138025,18 Mayıs 2023,Satılık,200 M2,2,2,Boş,28 Nisan 2023,Konut,195 M2,4+1,Düz Giriş,Kombi Doğalgaz,4900000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
846,13135780,08 Haziran 2023,Satılık,85 M2,0 (Yeni),9,Boş,27 Nisan 2023,Konut,66 M2,2+1,9.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Kocasinan - Şeker Mahallesi,,,,Kayseri,Kocasinan,Şeker Mahallesi
847,13129736,28 Temmuz 2023,Satılık,155 M2,0 (Yeni),8,Boş,26 Nisan 2023,Konut,125 M2,3+1,8.Kat,Merkezi Doğalgaz,2300000,Kayseri - Kocasinan - Sahabiye Mahallesi,,,,Kayseri,Kocasinan,Sahabiye Mahallesi
848,13129246,04 Temmuz 2023,Satılık,135 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,26 Nisan 2023,Konut,100 M2,3+1,4.Kat,Kombi Doğalgaz,850000,Kayseri - Kocasinan - Gevhernesibe Mahallesi,,,,Kayseri,Kocasinan,Gevhernesibe Mahallesi
849,13129245,04 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,4,Boş,26 Nisan 2023,Konut,125 M2,3+1,3.Kat,Kombi Doğalgaz,995000,Kayseri - Melikgazi - Keykubat Mahallesi,,,,Kayseri,Melikgazi,Keykubat Mahallesi
850,13129240,04 Temmuz 2023,Satılık,190 M2,5-10,11,Mülk Sahibi Oturuyor,26 Nisan 2023,Konut,155 M2,4+1,10.Kat,Kombi Doğalgaz,2195000,Kayseri - Melikgazi - Tacettin Veli Mahallesi,,,,Kayseri,Melikgazi,Tacettin Veli Mahallesi
851,13129238,22 Temmuz 2023,Satılık,135 M2,1,9,Mülk Sahibi Oturuyor,26 Nisan 2023,Konut,115 M2,2+1,1.Kat,Merkezi Doğalgaz,1350000,Kayseri - Melikgazi - Battalgazi Mahallesi,,,,Kayseri,Melikgazi,Battalgazi Mahallesi
852,13128982,17 Temmuz 2023,Satılık,180 M2,0 (Yeni),8,Mülk Sahibi Oturuyor,26 Nisan 2023,Konut,150 M2,4+1,1.Kat,Merkezi (Pay Ölçer),1999000,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
853,13128887,17 Temmuz 2023,Satılık,1.890 M2,11-15,2,Boş,26 Nisan 2023,Konut,1.850 M2,3.5+1,Müstakil.Kat,Sobalı,4000000,Kayseri - Melikgazi - Güzelköy Mahallesi,,,,Kayseri,Melikgazi,Güzelköy Mahallesi
854,13127448,15 Haziran 2023,Satılık,450 M2,16-20,4,Kiracı Oturuyor,26 Nisan 2023,Konut,400 M2,9+ Oda,4.Kat,Sobalı,1700000,Kayseri - Melikgazi - Osmanlı Mahallesi,,,,Kayseri,Melikgazi,Osmanlı Mahallesi
855,13121912,25 Temmuz 2023,Satılık,250 M2,5-10,14,Boş,25 Nisan 2023,Konut,220 M2,4+1,1.Kat,Merkezi Doğalgaz,3250000,Kayseri - Melikgazi - Gültepe Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Gültepe Mahallesi
856,13121470,18 Temmuz 2023,Satılık,180 M2,5-10,16,Mülk Sahibi Oturuyor,25 Nisan 2023,Konut,165 M2,3+1,8.Kat,Kombi Doğalgaz,1650000,Kayseri - Melikgazi - Germir Mahallesi,,,,Kayseri,Melikgazi,Germir Mahallesi
857,13119045,19 Haziran 2023,Satılık,85 M2,0 (Yeni),10,Boş,25 Nisan 2023,Konut,70 M2,2+1,9.Kat,Merkezi (Pay Ölçer),900000,Kayseri - Kocasinan - Osmangazi Mahallesi,,,,Kayseri,Kocasinan,Osmangazi Mahallesi
858,13117559,26 Temmuz 2023,Satılık,500 M2,5-10,1,Mülk Sahibi Oturuyor,25 Nisan 2023,Konut,100 M2,2+1,Düz Giriş,Kombi Doğalgaz,3850000,Kayseri - Melikgazi - Eğribucak Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Eğribucak Mahallesi
859,13115347,22 Haziran 2023,Satılık,165 M2,0 (Yeni),15,Boş,24 Nisan 2023,Konut,125 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1625000,Kayseri - Kocasinan - Turgut Reis Mahallesi,,,,Kayseri,Kocasinan,Turgut Reis Mahallesi
860,13114798,14 Temmuz 2023,Satılık,160 M2,0 (Yeni),10,Boş,24 Nisan 2023,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,1990000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
861,13114706,05 Haziran 2023,Satılık,160 M2,0 (Yeni),14,Mülk Sahibi Oturuyor,24 Nisan 2023,Konut,120 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1900000,Kayseri - Kocasinan - Zümrüt Mahallesi,,,,Kayseri,Kocasinan,Zümrüt Mahallesi
862,13108475,25 Temmuz 2023,Satılık,200 M2,16-20,10,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,165 M2,4+1,1.Kat,Kombi Doğalgaz,2750000,Kayseri - Kocasinan - Yıldızevler Mahallesi,,,,Kayseri,Kocasinan,Yıldızevler Mahallesi
863,13107219,23 Mayıs 2023,Satılık,200 M2,16-20,3,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,150 M2,3+1,Düz Giriş,Kombi Doğalgaz,6800000,Kayseri - Melikgazi - Altınoluk Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Altınoluk Mahallesi
864,13107211,10 Haziran 2023,Satılık,185 M2,0 (Yeni),13,Mülk Sahibi Oturuyor,23 Nisan 2023,Konut,150 M2,4+1,5.Kat,Merkezi (Pay Ölçer),2745000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
865,13104595,19 Haziran 2023,Satılık,300 M2,2,2,Mülk Sahibi Oturuyor,22 Nisan 2023,Konut,270 M2,4+1,Düz Giriş,Kombi Doğalgaz,8950000,Kayseri - Melikgazi - Hisarcık Mahallesi,,,,Kayseri,Melikgazi,Hisarcık Mahallesi
866,13101776,29 Mayıs 2023,Satılık,165 M2,11-15,9,Mülk Sahibi Oturuyor,21 Nisan 2023,Konut,140 M2,3+1,9.Kat,Merkezi Doğalgaz,1325000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
867,13100310,26 Temmuz 2023,Satılık,150 M2,11-15,14,Mülk Sahibi Oturuyor,20 Nisan 2023,Konut,120 M2,3+1,11.Kat,Merkezi Doğalgaz,1290000,Kayseri - Kocasinan - Uğurevler Mahallesi,,,,Kayseri,Kocasinan,Uğurevler Mahallesi
868,13096399,20 Temmuz 2023,Satılık,400 M2,21 Ve Üzeri,2,Boş,19 Nisan 2023,Konut,360 M2,9+ Oda,Düz Giriş,Isıtma Yok,12000000,Kayseri - Melikgazi - Hisarcık Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Hisarcık Mahallesi
869,13091965,24 Haziran 2023,Satılık,130 M2,11-15,6,Kiracı Oturuyor,19 Nisan 2023,Konut,110 M2,3+1,5.Kat,Kombi Doğalgaz,840000,Kayseri - Melikgazi - Battalgazi Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Battalgazi Mahallesi
870,13091924,03 Mayıs 2023,Satılık,180 M2,5-10,15,Mülk Sahibi Oturuyor,19 Nisan 2023,Konut,160 M2,3+1,1.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
871,13088840,17 Haziran 2023,Satılık,200 M2,5-10,11,Mülk Sahibi Oturuyor,18 Nisan 2023,Konut,180 M2,4+1,11.Kat,Merkezi (Pay Ölçer),4350000,Kayseri - Kocasinan - Yakut Mahallesi,,,,Kayseri,Kocasinan,Yakut Mahallesi
872,13079585,29 Temmuz 2023,Satılık,85 M2,5-10,5,Mülk Sahibi Oturuyor,16 Nisan 2023,Konut,80 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1000000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
873,13077619,30 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,16 Nisan 2023,Konut,130 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1300000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
874,13077617,30 Temmuz 2023,Satılık,175 M2,0 (Yeni),6,Boş,16 Nisan 2023,Konut,150 M2,3+1,5.Kat,Kombi Doğalgaz,1350000,Kayseri - Melikgazi - Şirintepe Mahallesi,,,,Kayseri,Melikgazi,Şirintepe Mahallesi
875,13077434,20 Temmuz 2023,Satılık,365 M2,4,14,Boş,16 Nisan 2023,Konut,300 M2,5+1,7.Kat,Merkezi (Pay Ölçer),8450000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
876,13075206,08 Temmuz 2023,Satılık,140 M2,11-15,8,Boş,15 Nisan 2023,Konut,120 M2,3+1,6.Kat,Kombi Doğalgaz,1250000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Bahçelievler Mahallesi
877,13074755,03 Temmuz 2023,Satılık,135 M2,0 (Yeni),2,Boş,15 Nisan 2023,Konut,120 M2,2+1,1.Kat,Kombi Doğalgaz,1750000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
878,13074729,15 Haziran 2023,Satılık,160 M2,5-10,15,Kiracı Oturuyor,15 Nisan 2023,Konut,130 M2,3+1,4.Kat,Merkezi Doğalgaz,1450000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
879,13074680,12 Haziran 2023,Satılık,600 M2,0 (Yeni),2,Boş,15 Nisan 2023,Konut,210 M2,4+1,Villa Tipi,Kombi Doğalgaz,6750000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
880,13074675,24 Mayıs 2023,Satılık,100 M2,21 Ve Üzeri,4,Boş,15 Nisan 2023,Konut,90 M2,2+1,3.Kat,Isıtma Yok,1199000,Kayseri - Melikgazi - Hunat Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Hunat Mahallesi
881,13063838,05 Haziran 2023,Satılık,210 M2,0 (Yeni),13,Boş,14 Nisan 2023,Konut,185 M2,4+1,3.Kat,Merkezi Doğalgaz,2800000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
882,13063835,16 Haziran 2023,Satılık,165 M2,0 (Yeni),14,Boş,14 Nisan 2023,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1625000,Kayseri - Kocasinan - Yunusemre Mahallesi,,,,Kayseri,Kocasinan,Yunusemre Mahallesi
