İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13639544,31 Temmuz 2023,Satılık,165 M2,5-10,12,Boş,,,1,28 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Kombi Doğalgaz,Bilinmiyor,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,600,000","SİTE İÇERİSİNDE, TRAMVAYIN KARŞISINDA.OKULA MARKETE SAĞLIK OCAĞINA ECZANEYE OTOBÜS DURAĞINA İLDEM ÇARŞISINA PARKA ÇOK YAKIN MESAFEDE, ÇİFT BALKONLUDUR. CAM BALKON MEVCUTTUR., DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ, SİNEM SİPAHİ"
13636666,29 Temmuz 2023,Satılık,200 M2,11-15,14,Boş,,,2,28 Temmuz 2023,Konut,160 M2,3+1,12.Kat,Merkezi (Pay Ölçer),,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Köşk Mahallesi,"3,225,000",
13636779,28 Temmuz 2023,Satılık,175 M2,5-10,14,Mülk Sahibi Oturuyor,,Boş,1,28 Temmuz 2023,Konut,150 M2,3+1,13.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"2,100,000",
13636505,28 Temmuz 2023,Satılık,135 M2,16-20,1,Boş,,Boş,1,28 Temmuz 2023,Konut,110 M2,3+1,Müstakil,Sobalı,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yenidoğan Mahallesi,"1,100,000",
13636781,28 Temmuz 2023,Satılık,140 M2,5-10,13,Boş,,Boş,2,28 Temmuz 2023,Konut,110 M2,3+1,10.Kat,Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,200,000",
13636783,28 Temmuz 2023,Satılık,175 M2,16-20,8,Boş,,Boş,2,28 Temmuz 2023,Konut,155 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Esenyurt Mahallesi,"1,499,000",
13636503,03 Ağustos 2023,Satılık,75 M2,4,14,Mülk Sahibi Oturuyor,,Boş,1,28 Temmuz 2023,Konut,50 M2,1+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,150,000",
13636787,28 Temmuz 2023,Satılık,160 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,,Boş,1,28 Temmuz 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,095,000",
13637855,31 Temmuz 2023,Satılık,165 M2,0 (Yeni),1,Boş,,,2,28 Temmuz 2023,Konut,129 M2,3+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Evet,,Birim Fiyat,Kooperatif,Kayseri - Melikgazi - Mimarsinan Mahallesi,"315,000","PROJE BELEDİYE VE DEVLET DESTEKLİDİR., 2+1 LER İÇİN 5000 TL AYLIK TAKSİTLİ, 3+1 LER İÇİN 7.500 TL AYLIK TAKSİTLİ, MİMARSİNAN ORGANİZE POLİS NOKTASININ KARŞISINA YAPILACAK, KISA SÜRE İÇİNDE TESLİM, DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ:, SİNEM SİPAHİ"
13637546,28 Temmuz 2023,Satılık,150 M2,5-10,8,Mülk Sahibi Oturuyor,,,1,28 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,"1,600,000",
13636784,28 Temmuz 2023,Satılık,195 M2,11-15,7,Mülk Sahibi Oturuyor,,Boş,1,28 Temmuz 2023,Konut,175 M2,3+1,3.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gülük Mahallesi,"2,100,000",
13638129,29 Temmuz 2023,Satılık,150 M2,16-20,4,Mülk Sahibi Oturuyor,,Boş,1,28 Temmuz 2023,Konut,120 M2,3+1,1.Kat,Kombi Doğalgaz,,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,"910,000",
13636790,28 Temmuz 2023,Satılık,190 M2,5-10,13,Kiracı Oturuyor,,Boş,2,28 Temmuz 2023,Konut,165 M2,3+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Saray Bosna Mahallesi,"1,895,000",
13638101,28 Temmuz 2023,Satılık,175 M2,5-10,13,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,2,28 Temmuz 2023,Konut,135 M2,3+1,12.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,600,000",
13638032,28 Temmuz 2023,Satılık,165 M2,0 (Yeni),12,Boş,,,2,28 Temmuz 2023,Konut,130 M2,3+0,5.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,550,000",
13638179,28 Temmuz 2023,Satılık,150 M2,11-15,7,Boş,,,1,28 Temmuz 2023,Konut,130 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,280,000",
13638139,28 Temmuz 2023,Satılık,175 M2,11-15,10,Boş,,,1,28 Temmuz 2023,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Yeşil Mahallesi,"1,575,000",
13638576,28 Temmuz 2023,Satılık,175 M2,11-15,14,Boş,İkinci El,,1,28 Temmuz 2023,Konut,130 M2,3+1,13.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"2,150,000",
13637716,29 Temmuz 2023,Satılık,400 M2,0 (Yeni),2,Boş,,,3,28 Temmuz 2023,Konut,200 M2,4+1,,Yerden Isıtma,Krediye Uygun,Evet,,Birim Fiyat,Villa,Kayseri - Melikgazi - Gesi Mahallesi,"5,750,000",
13639148,01 Ağustos 2023,Satılık,120 M2,0 (Yeni),13,Boş,,,2,28 Temmuz 2023,Konut,100 M2,2+1,1.Kat,Merkezi Doğalgaz,,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,400,000",Detaylı Bilgi İçin Lütfen İletişim Numaralarımızdan Ulasınız
13636502,28 Temmuz 2023,Satılık,130 M2,16-20,4,Kiracı Oturuyor,,Boş,1,28 Temmuz 2023,Konut,110 M2,3+1,Bodrum Kat,Sobalı,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Kılıçaslan Mahallesi,"760,000",
13639048,05 Ağustos 2023,Satılık,150 M2,5-10,14,Boş,İkinci El,,1,28 Temmuz 2023,Konut,110 M2,3+1,5.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"1,500,000",
13639225,05 Ağustos 2023,Satılık,145 M2,16-20,8,Mülk Sahibi Oturuyor,İkinci El,Boş,1,28 Temmuz 2023,Konut,135 M2,2+1,5.Kat,Kombi Doğalgaz,Bilinmiyor,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Mimarsinan Mahallesi,"1,250,000",
13639289,05 Ağustos 2023,Satılık,165 M2,0 (Yeni),9,Boş,Sıfır,,1,28 Temmuz 2023,Konut,120 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,"2,000,000",PREMAR GOLD DETAYLI BİLGİ İÇİN ARAYINIZ
13629404,27 Temmuz 2023,Satılık,43 M2,21 Ve Üzeri,1,Boş,,Boş,1,27 Temmuz 2023,Konut,42 M2,2+0,,Isıtma Yok,Krediye Uygun,Hayır,,Genel Fiyat,Müstakil Ev,Kayseri - Talas - Tablakaya Mahallesi,"1,100,000",
13629909,27 Temmuz 2023,Satılık,150 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,Boş,1,27 Temmuz 2023,Konut,140 M2,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yeni Mahallesi,"1,050,000",
13629908,27 Temmuz 2023,Satılık,96 M2,1,13,Kiracı Oturuyor,,Boş,1,27 Temmuz 2023,Konut,73 M2,2+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"1,550,000",
13629910,27 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,2,Boş,,Boş,1,27 Temmuz 2023,Konut,120 M2,4+0,,Sobalı,Krediye Uygun,Hayır,Yok,Genel Fiyat,Müstakil Ev,Kayseri - Melikgazi - Gürpınar Mahallesi,"220,000",
13638890,28 Temmuz 2023,Satılık,200 M2,0 (Yeni),14,Boş,,Boş,2,28 Temmuz 2023,Konut,155 M2,4+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Zümrüt Mahallesi,"2,750,000",
13630139,27 Temmuz 2023,Satılık,45 M2,5-10,14,Kiracı Oturuyor,İkinci El,Eşyalı,1,27 Temmuz 2023,Konut,30 M2,1+1,9.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"850,000",
13639073,28 Temmuz 2023,Satılık,1.055 M2,0 (Yeni),3,Boş,,,2,28 Temmuz 2023,Konut,330 M2,4+2,Düz Giriş (Zemin),Doğalgaz Sobalı,Bilinmiyor,Hayır,,Genel Fiyat,Daire,Kayseri - Hacılar - Aşağı Mahallesi,"5,950,000",
13630147,04 Ağustos 2023,Satılık,170 M2,5-10,12,Mülk Sahibi Oturuyor,,,2,27 Temmuz 2023,Konut,160 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,550,000",Nakite ihtiyaç olduğundan bu fiyata emsalleri nin çok altında bir daire zararına verilecek
13630218,04 Ağustos 2023,Satılık,175 M2,0 (Yeni),12,Boş,,,2,27 Temmuz 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Fatih Mahallesi,"1,595,000",MYK BELGE NO:YB0088/17UY03335/00/3508
13629918,27 Temmuz 2023,Satılık,140 M2,11-15,9,Boş,,Boş,1,27 Temmuz 2023,Konut,115 M2,3+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Esentepe Mahallesi,"1,350,000",
13630220,27 Temmuz 2023,Satılık,220 M2,3,14,Boş,,Boş,2,27 Temmuz 2023,Konut,190 M2,4+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,789,000",
13630222,27 Temmuz 2023,Satılık,155 M2,11-15,14,Kiracı Oturuyor,,Boş,1,27 Temmuz 2023,Konut,120 M2,3+1,2.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,365,000",
13630331,27 Temmuz 2023,Satılık,165 M2,4,14,Kiracı Oturuyor,,,1,27 Temmuz 2023,Konut,130 M2,3+1,14.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,469,999",
13630224,27 Temmuz 2023,Satılık,170 M2,5-10,14,Mülk Sahibi Oturuyor,,Boş,1,27 Temmuz 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,469,000",
13631397,04 Ağustos 2023,Satılık,175 M2,5-10,12,Boş,İkinci El,Boş,1,27 Temmuz 2023,Konut,150 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,750,000",
13631665,03 Ağustos 2023,Satılık,165 M2,2,12,Kiracı Oturuyor,İkinci El,,2,27 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,445,000",
13630694,27 Temmuz 2023,Satılık,200 M2,4,5,Mülk Sahibi Oturuyor,,Boş,1,27 Temmuz 2023,Konut,165 M2,4+1,2.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Mithatpaşa Mahallesi,"3,000,000",
13632781,29 Temmuz 2023,Satılık,135 M2,0 (Yeni),5,Boş,Sıfır,,1,27 Temmuz 2023,Konut,100 M2,2+1,2.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Hürriyet Mahallesi,"1,400,000",Hürriyet'te Satılık 2+1 Satılık Daire
13634198,27 Temmuz 2023,Satılık,110 M2,0 (Yeni),4,Boş,Yapım Aşamasında,,1,27 Temmuz 2023,Konut,90 M2,2+1,4.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Develi - Mustafa Asım Köksal Mahallesi,"1,149,000",
13635044,28 Temmuz 2023,Satılık,185 M2,11-15,9,Mülk Sahibi Oturuyor,,Boş,1,28 Temmuz 2023,Konut,145 M2,3+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"2,095,000",
13632123,27 Temmuz 2023,Satılık,200 M2,0 (Yeni),9,Boş,Sıfır,,2,27 Temmuz 2023,Konut,175 M2,4+1,8.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Şeker Mahallesi,"3,625,000",
13632418,27 Temmuz 2023,Satılık,120 M2,0 (Yeni),14,Boş,,,1,27 Temmuz 2023,Konut,90 M2,2+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,485,000",
13635295,28 Temmuz 2023,Satılık,285 M2,5-10,8,Kiracı Oturuyor,,Boş,2,28 Temmuz 2023,Konut,270 M2,3+1,4.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Esentepe Mahallesi,"2,550,000",
13635311,28 Temmuz 2023,Satılık,185 M2,5-10,3,Boş,İkinci El,,2,28 Temmuz 2023,Konut,145 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Esentepe Mahallesi,"1,635,000",
13635652,28 Temmuz 2023,Satılık,982 M2,16-20,2,Kiracı Oturuyor,,Boş,3,28 Temmuz 2023,Konut,981 M2,5+1,,Sobalı,Krediye Uygun,Hayır,Yok,Genel Fiyat,Müstakil Ev,Kayseri - Melikgazi - Gürpınar Mahallesi,"1,700,000",
13635964,28 Temmuz 2023,Satılık,155 M2,11-15,14,Boş,,Boş,1,28 Temmuz 2023,Konut,130 M2,3+1,12.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,250,000",
13632914,29 Temmuz 2023,Satılık,138 M2,0 (Yeni),2,Boş,Sıfır,Boş,2,27 Temmuz 2023,Konut,118 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - General Emir Mahallesi,"1,820,000",Erkilet'in En Kaliteli Ve Prestijli 3+1 Daireleri
13636500,28 Temmuz 2023,Satılık,165 M2,11-15,14,Kiracı Oturuyor,,Boş,1,28 Temmuz 2023,Konut,150 M2,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,850,000",
13636501,28 Temmuz 2023,Satılık,110 M2,5-10,9,Mülk Sahibi Oturuyor,,Eşyalı,1,28 Temmuz 2023,Konut,70 M2,1+1,6.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Selçuklu Mahallesi,"755,000",
13635967,28 Temmuz 2023,Satılık,175 M2,0 (Yeni),9,Boş,,Boş,2,28 Temmuz 2023,Konut,140 M2,3+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,225,000",
13635965,28 Temmuz 2023,Satılık,185 M2,0 (Yeni),9,Boş,,Boş,2,28 Temmuz 2023,Konut,150 M2,4+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,920,000",
13639330,05 Ağustos 2023,Satılık,165 M2,11-15,12,Boş,,,1,28 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,"1,380,000",
13639414,04 Ağustos 2023,Satılık,120 M2,0 (Yeni),1,Boş,,,1,28 Temmuz 2023,Konut,100 M2,2+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Evet,,Birim Fiyat,Kooperatif,Kayseri - Melikgazi - Mimarsinan OSB Mahallesi,"265,000",
13646589,29 Temmuz 2023,Satılık,155 M2,2,13,Boş,Sıfır,Boş,2,29 Temmuz 2023,Konut,135 M2,3+1,12.Kat,Merkezi Doğalgaz,,Evet,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"2,300,000",
13645973,31 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,3,Boş,,,1,29 Temmuz 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,,Birim Fiyat,Daire,Kayseri - Kocasinan - Mimarsinan Mahallesi,"1,000,000",CADDE CEPELİ GUNEY CEPE KOMBİLİ DAİRE   İKİNCİ  KAT  TRANVAY   OTOBÜS VE CAMİ OKUL  YAKIN
13646618,04 Ağustos 2023,Satılık,210 M2,5-10,11,Mülk Sahibi Oturuyor,,,3,29 Temmuz 2023,Konut,155 M2,3+2,11.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"2,600,000",
13639489,02 Ağustos 2023,Satılık,165 M2,0 (Yeni),10,Boş,Sıfır,Boş,2,28 Temmuz 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Birim Fiyat,Daire,Kayseri - Kocasinan - Zümrüt Mahallesi,"2,000,000",Detaylı Bilgi İçin Lütfen İletişim Numaralarımızdan Ulasınız
13646753,29 Temmuz 2023,Satılık,110 M2,5-10,9,Boş,,Boş,1,29 Temmuz 2023,Konut,100 M2,2+1,Düz Giriş (Zemin),Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Battalgazi Mahallesi,"920,000",
13639412,31 Temmuz 2023,Satılık,190 M2,3,14,Kiracı Oturuyor,,,1,28 Temmuz 2023,Konut,160 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Uğurevler Mahallesi,"330,000,000",
13646754,31 Temmuz 2023,Satılık,200 M2,0 (Yeni),14,Boş,,Boş,2,29 Temmuz 2023,Konut,150 M2,4+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"2,795,000",
13649418,01 Ağustos 2023,Satılık,185 M2,2,14,Boş,,Boş,2,30 Temmuz 2023,Konut,145 M2,4+1,12.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,550,000",
13649420,30 Temmuz 2023,Satılık,185 M2,3,13,Mülk Sahibi Oturuyor,,Boş,1,30 Temmuz 2023,Konut,155 M2,4+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,850,000",
13649425,01 Ağustos 2023,Satılık,200 M2,1,14,Boş,,Boş,2,30 Temmuz 2023,Konut,180 M2,4+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"3,577,000",
13649422,30 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,6,Kiracı Oturuyor,,Boş,1,30 Temmuz 2023,Konut,120 M2,3+1,6.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,665,000",
13649429,01 Ağustos 2023,Satılık,175 M2,4,14,Boş,,Boş,2,30 Temmuz 2023,Konut,140 M2,3+1,9.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,800,000",
13649886,30 Temmuz 2023,Satılık,150 M2,0 (Yeni),5,Boş,,Boş,1,30 Temmuz 2023,Konut,130 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Erciyesevler Mahallesi,"2,400,000",
13649921,05 Ağustos 2023,Satılık,120 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,İkinci El,,1,30 Temmuz 2023,Konut,100 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,080,000",
13622746,26 Temmuz 2023,Satılık,175 M2,5-10,12,Kiracı Oturuyor,İkinci El,,2,25 Temmuz 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Mithatpaşa Mahallesi,"1,565,000",
13623107,28 Temmuz 2023,Satılık,286 M2,21 Ve Üzeri,5,Boş,,,Yok,26 Temmuz 2023,Konut,285 M2,9+ Oda,,Sobalı,Krediye Uygun,Hayır,Var,Genel Fiyat,Bina,Kayseri - Kocasinan - Hacı Saki Mahallesi,"14,000,000",
13639376,05 Ağustos 2023,Satılık,165 M2,5-10,12,Mülk Sahibi Oturuyor,,,2,28 Temmuz 2023,Konut,125 M2,3+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,900,000",
13623113,26 Temmuz 2023,Satılık,175 M2,0 (Yeni),6,Boş,,Boş,1,26 Temmuz 2023,Konut,150 M2,3+1,5.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"1,350,000",
13623099,26 Temmuz 2023,Satılık,145 M2,2,4,Boş,,Boş,1,26 Temmuz 2023,Konut,125 M2,3+1,Düz Giriş (Zemin),Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Oruçreis Mahallesi,"1,450,000",
13623116,26 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,,Boş,1,26 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - 19 Mayıs Mahallesi,"1,275,000",
13623115,26 Temmuz 2023,Satılık,170 M2,0 (Yeni),14,Boş,,Boş,1,26 Temmuz 2023,Konut,120 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Evet,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Ziyagökalp Mahallesi,"1,750,000",
13623725,05 Ağustos 2023,Satılık,120 M2,0 (Yeni),15,Boş,,,2,26 Temmuz 2023,Konut,90 M2,2+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,575,000",
13623104,26 Temmuz 2023,Satılık,265 M2,5-10,12,Boş,,Boş,2,26 Temmuz 2023,Konut,240 M2,4+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Residence,Kayseri - Kocasinan - Mimarsinan Mahallesi,"4,575,000",
13623744,03 Ağustos 2023,Satılık,135 M2,16-20,10,Boş,İkinci El,,1,26 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Turgut Reis Mahallesi,"1,570,000",
13624961,26 Temmuz 2023,Satılık,220 M2,5-10,14,Kiracı Oturuyor,İkinci El,Eşyalı,2,26 Temmuz 2023,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"2,485,000",
13624977,29 Temmuz 2023,Satılık,165 M2,16-20,4,Kiracı Oturuyor,İkinci El,Eşyalı,1,26 Temmuz 2023,Konut,130 M2,3+1,Çatı Katı,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Zümrüt Mahallesi,"1,550,000",
13624018,01 Ağustos 2023,Satılık,175 M2,11-15,14,Kiracı Oturuyor,,,2,26 Temmuz 2023,Konut,135 M2,3+1,11.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,500,000","TALAS MEVLANA MAHALLESİ PAZAR YERİ ARKASINDA, 750 KÜTLE PARSELİN EN UYGUN FİYATLI, 3+1 11.KAT 175M2 ÇİFT BANYO ÇİFT BALKONLU GÜNEY DOĞU CEPHE MERKEZİ SİSTEM ISINMA, MARKET, TRAMVAY HATTI, PAZAR YERİ, SAĞLİK OCAĞI VB. YAŞAM ALANLARI İÇERİSİNDEDİR., DETAYLI BİLGİ İÇİN ARAYINIZ"
13624994,03 Ağustos 2023,Satılık,145 M2,11-15,8,Kiracı Oturuyor,İkinci El,Eşyalı,1,26 Temmuz 2023,Konut,132 M2,3+1,5.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"1,465,000",
13625012,04 Ağustos 2023,Satılık,175 M2,4,12,Boş,İkinci El,Boş,2,26 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,850,000",TL
