İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13553656,12 Temmuz 2023,Satılık,280 M2,0 (Yeni),14,Boş,,,2,12 Temmuz 2023,Konut,260 M2,4+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Gültepe Mahallesi,"8,500,000","Başkal Yapı tarafından özenle yapılmış olan projemiz şehrin merkezinde olmasına rağmen sizleri şehrin gürültüsünden uzak tutmayı başarabilmektedir., Bunu nasıl başarıyor?, Üstün malzeme kalitesi ile sadece Kayseri'nin değil Dünya'nın en iyi markaları ile çalışılmış projemizde 280 metrekarede 4+1 şeklinde planlama yapılarak bütün odalar geniş şekilde düzenlenmiştir. Dairenin içine girdiğinizde ise o sessizliği fark ettiğiniz ilk anda pencere ve kapıların kalitesini fark edebilmektesiniz. Malzeme kalitesi sadece pencere ve kapılarda değil; Evye, Mutfak Dolapları, Vestiyer, Çamaşır odası, Banyolar, Süslemeler, Duvar kağıtları, Boyalar, zeminler ve parmak iziyle açtığınız kapınız gibi bir çok detayla bu kaliteyi uyum içinde başarmış durumdadır., Projenin Açık&Kapalı Otopark'ı, Yüz Tanıma İzi ile açılan dış kapısı, Parmak İzi ile açılan Çelik Kapısı, Yüksek kapasiteli ve hızlı asansörü gibi özellikleri ise sizlerin ve misafirlerinizin konforu ve güvenliği için özenle dizayn edilmiştir."
13553782,03 Ağustos 2023,Satılık,185 M2,0 (Yeni),14,Boş,,Boş,2,12 Temmuz 2023,Konut,135 M2,3+1,8.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,850,000",
13553780,12 Temmuz 2023,Satılık,185 M2,0 (Yeni),14,Boş,,Boş,2,12 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,775,000",
13553783,12 Temmuz 2023,Satılık,240 M2,0 (Yeni),14,Boş,,Boş,2,12 Temmuz 2023,Konut,210 M2,4+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"5,500,000",
13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,,,1,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş (Zemin),Sobalı,Krediye Uygun Değil,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Saraycık Mahallesi,"945,000",
13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,Sıfır,Boş,2,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Erkilet Mahallesi,"1,650,000",En güzel yerinde 3+1 konumu güzel satılık daire
13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,,1,14 Temmuz 2023,Konut,150 M2,3+1,,Sobalı,Krediye Uygun Değil,Hayır,,Genel Fiyat,Köy Evi,Kayseri - Kocasinan - Saraycık Mahallesi,"1,725,000",
13561343,14 Temmuz 2023,Satılık,165 M2,2,6,Mülk Sahibi Oturuyor,Sıfır,Boş,2,14 Temmuz 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Birim Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,600,000",İldemin en geniş ferah Dairesi ful yapılı
13562653,14 Temmuz 2023,Satılık,185 M2,11-15,14,Kiracı Oturuyor,,,1,14 Temmuz 2023,Konut,140 M2,3+1,11.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,350,000",Uygun daire. Detaylar için iletişime geçebilirsiniz.
13563253,14 Temmuz 2023,Satılık,100 M2,16-20,8,Kiracı Oturuyor,,,1,14 Temmuz 2023,Konut,80 M2,3+1,2.Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Anafartalar Mahallesi,"910,000",Anafartalar mahallesi sağlık ocağının karşısı 8 katlının 2. Katı işl k konumda eczane hastane tramvay otobüs market park itfaiye vb sosyal ağlar mevcut konum olarak güzel detaylı bilgi için
13563764,24 Temmuz 2023,Satılık,175 M2,5-10,12,Mülk Sahibi Oturuyor,,,1,14 Temmuz 2023,Konut,150 M2,3+1,9.Kat,Merkezi Doğalgaz,,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Köşk Mahallesi,"3,500,000","-Asla kapanmıyacak muhteşem manzara, -Merkeze,okula,sosyal tesise, sağlık ocağı,cami, tramvaya yakın, -ulaşım sorunu olmayan, -Site içerisinde, -3+1, -Merkezi sistem"
13570896,27 Temmuz 2023,Satılık,180 M2,0 (Yeni),14,Boş,,,1,16 Temmuz 2023,Konut,165 M2,3+1,11.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Tınaztepe Mahallesi,"1,850,000","Kaçırılmayacak fiyatıyla süper daireler, Dilek Başer, Tel:"
13563081,14 Temmuz 2023,Satılık,125 M2,16-20,15,Kiracı Oturuyor,,,1,14 Temmuz 2023,Konut,100 M2,3+1,5.Kat,Merkezi (Pay Ölçer),Bilinmiyor,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"920,000",125m2 3+1 15 katlının 5.katı ful yapılı merkezi ısıtma güneybatı cephe konum olarak güzel yerde
13573940,17 Temmuz 2023,Satılık,881 M2,11-15,2,Mülk Sahibi Oturuyor,,,4,17 Temmuz 2023,Konut,220 M2,8+1,,Sobalı,Krediye Uygun,Hayır,,Genel Fiyat,Villa,Kayseri - Sarıoğlan - Gaziler Mahallesi,"1,930,000","DOĞAYLA İÇ İÇE, HAFTASONLARINIZI RAHATÇA GEÇİREBİLECEĞİNİZ, GENİŞ BAHÇESİ, MİSAFİRLERİNİZİN KONAKLAMASINDA SIKINTI YAŞAMAYACAĞINIZ ODA SAYISI, İLÇE MERKEZİNE 25 KM MESAFEDE, ŞEHİR MERKEZİNE80 KM MESAFEDE, YAZ KIŞ OTURULABİLİR"
13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,,,1,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Ahi Evran Mahallesi,"295,000",
13574378,17 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,Sıfır,Boş,2,17 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Mimarsinan Mahallesi,"1,850,000",Çevrenin en geniş ferah Dairesi ful yapılı konumu güzel
13575135,17 Temmuz 2023,Satılık,186 M2,11-15,4,Mülk Sahibi Oturuyor,İkinci El,Boş,1,17 Temmuz 2023,Konut,154 M2,4+1,Bahçe Dublex,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Develi - Yeni Mahallesi,"1,450,000",
13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,İkinci El,,2,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Sancaktepe Mahallesi,"1,550,000",
13575220,17 Temmuz 2023,Satılık,330 M2,0 (Yeni),3,Boş,,,3,17 Temmuz 2023,Konut,270 M2,6+2,,Yerden Isıtma,Krediye Uygun,Hayır,,Genel Fiyat,Villa,Kayseri - Melikgazi - Erenköy Mahallesi,"15,500,000",6+2 Lüks Villa Detaylar için ileşime geçiniz
13573938,17 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,7,Kiracı Oturuyor,,,1,17 Temmuz 2023,Konut,100 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Tınaztepe Mahallesi,"780,000",
13577881,26 Temmuz 2023,Satılık,130 M2,16-20,15,Mülk Sahibi Oturuyor,,Boş,1,17 Temmuz 2023,Konut,110 M2,3+1,14.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"965,000",
13584028,18 Temmuz 2023,Satılık,100 M2,5-10,7,Kiracı Oturuyor,,Eşyalı,1,18 Temmuz 2023,Konut,70 M2,1+1,7.Kat,Merkezi Doğalgaz,,Hayır,,Birim Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"955,000",DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ
13584768,21 Temmuz 2023,Satılık,135 M2,4,10,Kiracı Oturuyor,İkinci El,Boş,1,19 Temmuz 2023,Konut,115 M2,2+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Birim Fiyat,Daire,Kayseri - Melikgazi - Battalgazi Mahallesi,"1,275,000",
13584868,25 Temmuz 2023,Satılık,110 M2,11-15,11,Boş,,,1,19 Temmuz 2023,Konut,90 M2,2.5+1,8.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,"1,295,000",Detaylı bilgi için lütfen arayın
13585182,19 Temmuz 2023,Satılık,175 M2,5-10,14,Boş,İkinci El,Boş,2,19 Temmuz 2023,Konut,155 M2,3+1,14.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,625,000",
13585336,19 Temmuz 2023,Satılık,187 M2,5-10,14,Boş,,,2,19 Temmuz 2023,Konut,165 M2,3+1,4.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,980,000",Detaylı bilgi için lütfen arayın
13585064,19 Temmuz 2023,Satılık,280 M2,5-10,14,Boş,,,2,19 Temmuz 2023,Konut,250 M2,4+1,14.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,799,000",
13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,İkinci El,Boş,2,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"2,480,000",
13585413,05 Ağustos 2023,Satılık,175 M2,0 (Yeni),12,Boş,,,2,19 Temmuz 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,Bilinmiyor,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,"2,080,000","Erkilet ertugrul Gazi (dere mahallesinde) sıfır 3+1 daire, Merkezi ısınma geniş mutfak evebayn banyosu kaliteli işçilik ve malzeme, Bütün sosyal donatlar ile çevrili bulvara yakın lokasyon mükemmeldir, Dairemiz hakkında bilgi almak için telefondan arayınız"
13585387,19 Temmuz 2023,Satılık,135 M2,0 (Yeni),15,Boş,Sıfır,Boş,1,19 Temmuz 2023,Konut,110 M2,3+1,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Sahabiye Mahallesi,"2,100,000",
13585445,20 Temmuz 2023,Satılık,144 M2,0 (Yeni),3,Boş,Sıfır,,2,19 Temmuz 2023,Konut,110 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Develi - Harman Mahallesi,"1,750,000",
13584859,19 Temmuz 2023,Satılık,155 M2,5-10,14,Mülk Sahibi Oturuyor,,,1,19 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,650,000",Detaylı bilgi için lütfen arayın
13590083,05 Ağustos 2023,Satılık,95 M2,3,17,Kiracı Oturuyor,,,1,19 Temmuz 2023,Konut,70 M2,2+1,4.Kat,Merkezi Doğalgaz,,Evet,,Genel Fiyat,Daire,Kayseri - Kocasinan - Sahabiye Mahallesi,"1,750,000",
13590091,19 Temmuz 2023,Satılık,110 M2,5-10,14,Boş,,,1,19 Temmuz 2023,Konut,85 M2,2+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,410,000",Detaylı bilgi için lütfen arayın
13590051,20 Temmuz 2023,Satılık,170 M2,5-10,9,Kiracı Oturuyor,İkinci El,,1,19 Temmuz 2023,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"1,460,000",Detaylı bilgi için lütfen arayın
13590301,21 Temmuz 2023,Satılık,210 M2,5-10,14,Boş,İkinci El,,2,19 Temmuz 2023,Konut,165 M2,4+1,5.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Barbaros Mahallesi,"2,990,000",/ Orhan IŞIK
13590324,21 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,Sıfır,Boş,2,19 Temmuz 2023,Konut,132 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Anbar Mahallesi,"1,799,000",
13590529,20 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,,Boş,2,20 Temmuz 2023,Konut,130 M2,3+1,2.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,"2,250,000",
13590386,20 Temmuz 2023,Satılık,210 M2,5-10,13,Boş,,,2,20 Temmuz 2023,Konut,160 M2,4+1,13.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Yakut Mahallesi,"3,440,000",
13590534,20 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,2,Boş,,Boş,1,20 Temmuz 2023,Konut,250 M2,3+1,,Sobalı,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Müstakil Ev,Kayseri - Melikgazi - Kıranardı Mahallesi,"2,695,000",
13546557,01 Ağustos 2023,Satılık,165 M2,4,13,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,1,11 Temmuz 2023,Konut,130 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeniköy Mahallesi,"2,125,000",
13590612,20 Temmuz 2023,Satılık,160 M2,5-10,14,Mülk Sahibi Oturuyor,,Boş,1,20 Temmuz 2023,Konut,130 M2,3+1,9.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,587,000",
13590613,21 Temmuz 2023,Satılık,175 M2,5-10,11,Mülk Sahibi Oturuyor,,Boş,2,20 Temmuz 2023,Konut,155 M2,3+1,6.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gökkent Mahallesi,"1,485,000",
13553784,13 Temmuz 2023,Satılık,70 M2,1,7,Kiracı Oturuyor,,Eşyalı,1,12 Temmuz 2023,Konut,60 M2,1+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,100,000",
13590531,20 Temmuz 2023,Satılık,165 M2,11-15,8,Mülk Sahibi Oturuyor,,Boş,1,20 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"1,575,000",
13599642,06 Ağustos 2023,Satılık,115 M2,0 (Yeni),5,Boş,Sıfır,Boş,1,21 Temmuz 2023,Konut,100 M2,3+1,Kot 2 (-2).Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Tavlusun Mahallesi,"1,540,000",
13599590,28 Temmuz 2023,Satılık,220 M2,5-10,14,Mülk Sahibi Oturuyor,,,2,21 Temmuz 2023,Konut,185 M2,4+1,9.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,890,000","Tüm odaları Geniş, Kilerli, Tüm cephe açık kapanmaz, Erciyes manzarali"
13599627,21 Temmuz 2023,Satılık,150 M2,11-15,9,Kiracı Oturuyor,İkinci El,Boş,2,21 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,,Evet,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Osmangazi Mahallesi,"1,350,000",
13600406,28 Temmuz 2023,Satılık,155 M2,5-10,9,Mülk Sahibi Oturuyor,İkinci El,,1,21 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Ahi Evran Mahallesi,"1,650,000",
13599600,21 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,,,2,21 Temmuz 2023,Konut,145 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,,Birim Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"1,850,000",Dairemizi teslim oturuma hazır durumdadır. Detaylı bilgi için iletişim numaramızdan ulaşabilirsiniz.
13600873,21 Temmuz 2023,Satılık,215 M2,0 (Yeni),14,Boş,,Boş,2,21 Temmuz 2023,Konut,155 M2,4+1,14.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"3,700,000",
13612156,24 Temmuz 2023,Satılık,165 M2,11-15,14,Kiracı Oturuyor,,,2,24 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,455,000",
13616134,24 Temmuz 2023,Satılık,90 M2,5-10,9,Mülk Sahibi Oturuyor,İkinci El,Boş,1,24 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi (Pay Ölçer),,Evet,Yok,Genel Fiyat,Daire,Kayseri - İncesu - Fırınönü Mahallesi,"920,000","İNCESU Toki 3. Etap da 9 Katlının  4.Katı Kuzey Doğu Cephesi Tapusu Alınmış İçi yapılı 2+1 Satılıktır... İletişim ..., 0533 746 0990"
13616380,29 Temmuz 2023,Satılık,165 M2,11-15,10,Kiracı Oturuyor,,,1,24 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,"1,400,000","Erkiket Ertugrul Gazi de, GB cephe 7.kat, Merkezi ısınma çift asansör, Konum lokasyonu güzel, Okul cami avm halk pazarı, Kat mulkiyetli krediye uygun, Daha fazla bilgi için telefondan arayınız"
13576731,05 Ağustos 2023,Satılık,550 M2,11-15,3,Boş,İkinci El,,4,17 Temmuz 2023,Konut,500 M2,7+1,,Kombi Doğalgaz,Krediye Uygun Değil,Evet,Yok,Genel Fiyat,Villa,Kayseri - Melikgazi - Erenköy Mahallesi,"22,750,000",
13601656,01 Ağustos 2023,Satılık,185 M2,0 (Yeni),10,Boş,,,2,21 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,600,000",Talas mevlana mahallesi Hulusi akar Bulvarında 3'5+1 185m2 çift balkon çift banyolu giyinme odalı lüks daire
13616792,25 Temmuz 2023,Satılık,85 M2,5-10,12,Kiracı Oturuyor,,Eşyalı,Yok,25 Temmuz 2023,Konut,75 M2,2+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"825,000",
13616340,24 Temmuz 2023,Satılık,185 M2,5-10,3,Kiracı Oturuyor,İkinci El,,2,24 Temmuz 2023,Konut,140 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Sakarya Mahallesi,"1,635,000",
13616157,24 Temmuz 2023,Satılık,150 M2,16-20,15,Boş,İkinci El,Boş,1,24 Temmuz 2023,Konut,125 M2,3+1,7.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,275,000",
13616794,25 Temmuz 2023,Satılık,185 M2,0 (Yeni),7,Boş,,Boş,2,25 Temmuz 2023,Konut,145 M2,3.5+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Germir Mahallesi,"3,500,000",
13617409,01 Ağustos 2023,Satılık,155 M2,0 (Yeni),14,Boş,,Boş,2,25 Temmuz 2023,Konut,120 M2,3+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Evet,Yok,Genel Fiyat,Kooperatif,Kayseri - Kocasinan - Cırgalan Mahallesi,"395,000",
13616866,25 Temmuz 2023,Satılık,187 M2,5-10,14,Mülk Sahibi Oturuyor,,Boş,2,25 Temmuz 2023,Konut,155 M2,3+1,9.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"2,189,000",
13617412,25 Temmuz 2023,Satılık,135 M2,0 (Yeni),11,Boş,,Boş,5,25 Temmuz 2023,Konut,130 M2,2+1,4.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"290,000",
13617408,05 Ağustos 2023,Satılık,135 M2,0 (Yeni),10,Boş,,Boş,2,25 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"370,000",
13617361,04 Ağustos 2023,Satılık,350 M2,0 (Yeni),2,Boş,,Boş,2,25 Temmuz 2023,Konut,200 M2,3.5+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Yok,Genel Fiyat,Villa,Kayseri - Hacılar - Beğendik Mahallesi,"4,250,000",
13622416,27 Temmuz 2023,Satılık,195 M2,5-10,13,Kiracı Oturuyor,,Boş,2,25 Temmuz 2023,Konut,165 M2,3+1,12.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"2,200,000",
13622413,01 Ağustos 2023,Satılık,150 M2,1,14,Kiracı Oturuyor,,Boş,1,25 Temmuz 2023,Konut,110 M2,2.5+1,14.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,430,000",
13622425,26 Temmuz 2023,Satılık,120 M2,0 (Yeni),8,Boş,,Boş,2,25 Temmuz 2023,Konut,103 M2,2.5+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Battalgazi Mahallesi,"1,775,000",
13622634,25 Temmuz 2023,Satılık,120 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,İkinci El,,1,25 Temmuz 2023,Konut,100 M2,3+1,Bahçe Katı,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Yenişehir Mahallesi,"1,630,000",
13622524,25 Temmuz 2023,Satılık,100 M2,2,13,Kiracı Oturuyor,,Boş,1,25 Temmuz 2023,Konut,85 M2,2+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,400,000",
13649966,01 Ağustos 2023,Satılık,75 M2,4,14,Mülk Sahibi Oturuyor,,Boş,1,30 Temmuz 2023,Konut,50 M2,1+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,150,000",
13651427,04 Ağustos 2023,Satılık,145 M2,11-15,12,Boş,İkinci El,,1,30 Temmuz 2023,Konut,120 M2,3+1,7.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,390,000",
13590530,20 Temmuz 2023,Satılık,155 M2,5-10,7,Boş,,Boş,1,20 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Keykubat Mahallesi,"1,550,000",
13656245,05 Ağustos 2023,Satılık,140 M2,5-10,13,Kiracı Oturuyor,,,1,31 Temmuz 2023,Konut,110 M2,3+1,10.Kat,Kombi Doğalgaz,Bilinmiyor,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Mithatpaşa Mahallesi,"1,420,000",
13656303,31 Temmuz 2023,Satılık,90 M2,5-10,14,Kiracı Oturuyor,İkinci El,Eşyalı,1,31 Temmuz 2023,Konut,70 M2,1+1,10.Kat,Merkezi (Pay Ölçer),,Evet,,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,050,000",
13656278,05 Ağustos 2023,Satılık,220 M2,11-15,13,Mülk Sahibi Oturuyor,,,2,31 Temmuz 2023,Konut,180 M2,4+1,7.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"2,150,000",
13617362,04 Ağustos 2023,Satılık,185 M2,0 (Yeni),12,Boş,,Boş,2,25 Temmuz 2023,Konut,132 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"1,900,000",
13656507,31 Temmuz 2023,Satılık,165 M2,1,14,Kiracı Oturuyor,,Boş,1,31 Temmuz 2023,Konut,125 M2,3+1,14.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,750,000",
13657176,31 Temmuz 2023,Satılık,150 M2,11-15,15,Boş,,,1,31 Temmuz 2023,Konut,135 M2,3+1,12.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,365,000",Detaylı bilgi için arayınız.
13656503,31 Temmuz 2023,Satılık,365 M2,0 (Yeni),2,Boş,,Boş,3,31 Temmuz 2023,Konut,240 M2,4+2,,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Becen Mahallesi,"11,000,000",
