Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Kategori,Fiyat,Şehir,İlçe,Mahalle
275,0,2,0,3,0,2,0,265,16,12,9,1,6,12750000,0,5,21
175,0,10,0,3,0,0,0,155,8,1,5,1,1,2300000,0,7,16
175,3,5,1,3,0,1,0,145,8,1,4,1,1,2750000,0,7,16
260,3,2,0,3,0,1,0,250,12,12,4,1,6,8750000,0,5,34
135,5,7,1,3,0,0,0,110,4,6,5,1,1,820000,0,4,93
165,1,11,0,3,0,1,0,135,8,1,5,1,1,1950000,0,4,10
240,2,12,2,3,0,1,0,210,12,1,5,0,1,3900000,0,4,125
175,0,6,0,3,0,1,0,138,8,1,5,1,1,1720000,0,9,54
165,0,13,0,3,0,1,0,150,10,1,5,1,1,1999999,0,4,96
200,0,14,0,3,0,1,0,175,12,1,5,1,1,2365000,0,4,117
200,0,6,0,3,0,1,0,175,12,1,5,1,1,1920000,0,9,54
65,8,4,1,2,0,0,0,55,1,1,6,1,1,780000,0,7,73
180,8,10,0,3,1,1,0,160,8,1,5,1,1,2450000,0,4,125
165,0,10,0,3,0,1,0,120,8,1,6,1,1,1600000,0,5,37
150,0,4,0,0,2,1,0,125,12,1,4,1,1,1800000,0,1,116
160,7,12,1,3,0,1,0,155,8,1,5,1,1,1599000,0,4,6
100,2,4,1,3,0,0,0,99,4,9,5,1,1,890000,0,5,31
155,5,13,2,3,0,0,0,140,8,1,6,0,1,1275000,0,4,93
195,7,12,1,3,0,1,0,175,8,1,5,1,1,1550000,0,4,22
130,7,14,0,3,0,0,0,110,4,1,6,1,1,1359000,0,7,82
175,8,11,0,3,0,1,0,140,8,1,5,0,1,1795000,0,7,16
165,0,10,0,3,0,0,0,130,8,1,6,1,1,2329000,0,7,16
135,2,15,0,3,0,0,0,115,8,1,6,1,1,1043000,0,7,82
275,5,8,0,3,0,1,0,230,16,1,6,1,1,2985000,0,5,5
130,0,12,0,3,0,1,0,110,4,1,5,1,1,315000,0,5,133
170,3,8,0,3,0,0,0,135,8,1,6,0,1,1670000,0,7,16
160,8,13,1,3,0,1,0,125,8,2,5,0,1,1675000,0,5,133
210,2,8,2,3,0,2,0,190,13,1,4,1,1,2400000,0,5,72
110,0,12,0,3,2,0,0,100,4,1,6,1,1,275000,0,4,113
122,0,6,0,3,0,0,0,105,4,1,5,0,1,74500,0,4,135
135,0,6,0,3,0,1,0,120,4,1,5,1,1,1400000,0,7,82
175,4,10,2,3,0,1,0,138,8,1,5,1,1,1820000,0,4,66
300,2,11,0,3,0,1,0,265,13,2,4,1,1,2499000,0,5,124
155,8,12,1,3,0,0,0,135,8,1,6,1,1,1520000,0,7,117
340,2,1,2,2,0,0,0,120,8,7,8,1,1,1970000,0,5,30
165,6,14,0,3,0,1,0,140,8,1,5,1,1,1800000,0,7,82
110,0,1,0,3,0,0,0,90,4,12,8,1,4,1350000,0,5,37
185,0,8,0,3,0,1,0,170,8,1,5,1,1,1900000,0,5,37
450,8,3,0,3,0,2,0,400,25,12,4,1,6,10750000,0,5,21
165,2,11,0,3,0,0,0,135,8,1,6,1,1,1360000,0,5,124
275,3,14,0,3,0,1,0,250,12,1,6,1,1,4950000,0,5,5
175,0,14,0,3,0,1,0,155,8,2,5,1,1,4000000,0,5,77
350,0,2,0,3,0,2,0,300,16,12,9,1,6,38000000,0,5,34
280,0,14,0,3,0,1,0,240,12,1,5,1,1,9000000,0,5,55
270,8,2,1,3,0,1,0,240,22,12,4,1,6,5900000,0,4,36
200,3,8,0,3,0,0,0,188,8,1,6,1,1,1790000,0,4,51
200,8,11,0,3,0,1,0,185,12,1,5,1,1,2750000,0,5,124
165,1,8,0,0,2,1,0,135,8,1,5,1,1,1950000,0,4,120
245,8,11,2,2,0,1,0,235,12,2,6,1,1,3700000,0,5,77
210,0,9,0,3,0,1,0,155,12,1,5,1,1,3200000,0,5,49
135,0,10,0,3,0,0,0,115,4,1,5,1,1,1500000,0,5,121
132,8,7,1,3,0,0,0,131,8,1,4,1,1,985000,0,5,31
300,5,3,2,2,0,2,0,280,26,12,4,1,4,4000000,0,7,105
180,0,12,0,3,0,1,0,135,10,1,5,1,1,2200000,0,5,49
220,7,13,0,3,0,1,0,170,12,1,5,1,1,3000000,0,5,124
234,6,14,0,3,0,1,0,200,12,2,5,1,1,4200000,0,5,124
160,2,13,0,3,0,0,0,130,8,1,6,1,1,1625000,0,4,119
175,6,13,0,3,0,1,0,155,8,2,5,1,1,2750000,0,4,111
200,8,14,0,3,0,1,0,150,12,1,5,1,1,5990000,0,5,5
95,0,10,0,3,2,1,0,75,4,1,6,1,2,180000,0,4,2
165,7,2,0,2,0,1,0,110,13,1,4,1,1,2825000,0,4,53
120,8,1,0,2,0,0,0,100,4,12,8,1,4,2495000,0,7,62
130,0,14,0,3,0,0,0,110,4,1,5,1,1,2075000,0,7,16
160,3,1,0,2,0,0,0,140,6,12,0,1,4,2000000,0,7,63
200,8,14,0,2,2,1,0,185,8,1,5,1,1,1970000,0,4,110
265,8,14,0,3,0,2,0,230,12,1,5,1,1,6400000,0,5,124
200,5,3,2,2,2,1,0,160,8,12,4,1,4,3500000,0,1,131
125,5,5,1,3,0,0,0,90,4,1,4,1,1,875000,0,4,74
650,5,4,2,3,2,3,0,600,28,12,4,1,0,7000000,0,5,72
170,8,15,1,2,0,1,0,140,8,1,5,1,1,1550000,0,5,133
200,0,2,0,3,0,1,0,160,13,12,4,1,6,8500000,0,5,21
130,0,1,0,3,0,0,0,100,6,12,8,1,4,2400000,0,5,37
135,4,4,2,3,2,1,0,110,8,1,4,0,1,925000,0,1,131
175,0,15,0,0,0,1,0,150,4,1,5,1,2,280000,0,4,2
110,2,8,2,3,2,0,0,100,4,1,6,0,1,1250000,0,5,9
220,4,11,2,3,0,1,0,175,12,1,5,1,1,3750000,0,4,111
170,2,4,2,2,0,0,0,150,8,1,4,1,1,1179000,0,4,17
300,6,10,2,3,0,1,0,220,16,1,5,1,1,3590000,0,5,124
220,2,10,1,3,2,1,0,175,12,1,5,0,1,3200000,0,5,77
165,0,7,0,0,0,1,0,130,8,1,4,1,1,1575000,0,4,135
150,8,5,1,2,0,1,0,125,8,1,4,0,1,1350000,0,5,136
100,0,12,0,3,0,0,0,85,4,1,6,1,2,295000,0,4,2
165,8,11,1,3,2,0,0,125,8,1,6,1,1,1520000,0,5,16
130,0,10,0,3,0,1,0,110,8,1,6,1,2,410000,0,4,2
145,3,10,0,3,0,0,0,115,8,1,4,1,1,1000000,0,4,51
90,0,9,0,3,0,0,0,70,1,1,5,1,1,1050000,0,4,135
180,0,14,0,1,0,1,0,130,8,1,5,1,1,1850000,0,7,82
200,4,2,0,2,2,0,0,170,8,12,8,1,4,1200000,0,1,126
270,7,14,1,3,0,1,0,250,12,2,5,1,1,3000000,0,4,6
187,8,14,2,3,0,1,0,145,8,2,5,1,1,2200000,0,7,82
132,5,1,0,3,0,0,0,120,8,12,8,1,4,590000,0,4,97
300,5,2,1,3,0,0,0,200,8,12,4,1,4,1690000,0,5,100
246,3,4,1,2,0,3,0,200,28,12,4,1,4,2550000,0,5,30
220,2,13,2,3,0,1,0,190,12,1,4,1,1,3020000,0,7,117
250,2,13,2,3,0,2,0,220,14,2,4,1,1,2575000,0,5,77
200,8,13,0,3,0,1,0,165,8,1,4,0,1,2699000,0,7,16
150,5,5,0,3,0,0,0,130,8,1,4,1,1,1299000,0,4,43
200,1,14,1,3,0,1,0,175,12,1,5,1,1,2650000,0,7,82
188,1,14,2,3,0,1,0,133,8,1,5,1,1,2550000,0,7,82
185,2,14,2,2,2,1,0,160,8,1,6,1,1,2780000,0,5,77
200,2,15,0,3,0,1,0,175,8,1,4,1,1,1450000,0,7,82
550,8,3,2,3,0,3,0,250,20,12,4,1,6,7000000,0,5,21
150,3,4,0,3,1,0,0,120,8,1,4,1,1,1200000,0,9,68
135,3,5,0,2,2,0,0,120,6,9,4,1,1,1250000,0,7,16
175,8,11,0,3,0,1,0,160,8,1,6,1,1,2350000,0,4,111
220,1,14,0,3,0,1,0,169,14,1,5,0,1,4200000,0,5,48
400,5,12,0,3,0,2,0,350,17,2,6,1,1,5450000,0,5,5
175,8,12,1,3,2,0,0,135,8,1,6,1,1,1375000,0,5,49
195,8,12,2,3,0,0,0,165,8,1,5,1,1,1650000,0,5,133
135,2,15,0,3,0,0,0,110,8,1,6,1,1,1175000,0,7,82
175,5,12,2,3,0,0,0,140,8,1,6,1,1,1190000,0,5,106
65,7,3,0,3,2,0,0,60,1,1,4,1,1,670000,0,5,31
250,8,10,2,3,0,1,0,230,12,1,6,0,1,2940000,0,7,16
246,2,14,2,3,0,1,0,210,12,2,4,0,1,4000000,0,7,16
190,8,5,0,3,0,0,0,160,10,1,4,1,1,1870000,0,7,16
220,8,13,1,3,0,1,0,190,12,1,4,0,1,2550000,0,7,117
135,2,15,1,3,0,0,0,118,8,1,6,1,1,1400000,0,7,82
170,6,12,1,3,0,0,0,135,8,1,5,1,1,1475000,0,5,107
220,0,7,0,3,2,1,0,185,12,1,6,1,1,1950000,0,4,89
135,5,15,1,3,2,0,0,120,8,2,6,1,1,1300000,0,7,82
85,6,9,1,2,1,0,0,70,4,1,5,0,1,1450000,0,4,135
100,5,35,1,2,0,0,0,80,4,5,4,1,1,650000,0,4,93
115,0,9,0,0,2,0,0,100,6,1,5,1,1,1320000,0,4,135
165,0,5,0,3,0,1,0,135,8,1,4,1,1,1390000,0,5,136
140,0,12,0,0,2,0,0,110,8,1,6,1,1,1750000,0,4,85
170,6,12,2,3,0,1,0,140,8,2,5,1,1,1875000,0,4,108
100,7,5,1,3,0,0,0,85,4,1,6,1,1,1075000,0,5,31
300,0,2,0,3,0,3,0,250,20,12,4,0,6,7500000,0,4,36
90,0,7,0,3,0,0,0,75,4,1,5,1,1,1250000,0,5,18
200,4,2,2,3,0,1,0,180,16,12,4,1,6,7900000,0,5,39
130,5,3,2,3,0,0,0,110,8,1,8,1,1,950000,0,5,38
85,0,1,0,3,0,0,0,70,4,12,2,1,4,2750000,0,5,98
160,0,7,0,3,2,1,0,125,8,1,5,1,1,1650000,0,4,89
220,8,13,1,3,0,1,0,190,12,1,6,1,1,3075000,0,5,77
175,8,14,1,3,0,1,0,135,8,1,6,1,1,1430000,0,7,82
175,0,10,0,3,0,1,0,135,10,1,5,1,1,1450000,0,5,49
165,7,7,1,2,0,1,0,130,8,1,4,1,1,1650000,0,5,136
150,2,15,2,3,0,1,0,120,8,2,6,1,1,935000,0,5,136
195,0,2,0,1,2,1,0,165,16,12,4,1,6,9000000,0,5,21
180,6,13,0,3,0,1,0,140,8,2,5,1,1,2530000,0,7,82
200,0,14,0,3,0,1,0,150,12,1,5,1,1,3600000,0,4,111
500,1,1,2,3,2,0,0,100,6,8,3,1,1,4250000,0,3,115
195,0,2,0,1,2,1,0,165,16,12,4,1,6,9050000,0,5,21
180,0,12,0,0,2,1,0,140,8,9,5,1,1,2150000,0,5,133
110,0,4,0,0,2,0,0,85,4,1,4,1,1,1350000,0,1,131
195,0,2,0,1,2,1,0,165,16,12,4,1,6,9000000,0,5,21
135,8,7,2,2,0,1,0,129,8,6,4,1,1,1019000,0,1,15
120,0,5,0,0,2,0,0,90,4,1,4,1,1,1395000,0,1,41
120,0,10,0,1,0,0,0,100,4,1,5,1,1,215000,0,7,82
345,0,3,0,3,0,5,0,285,20,12,9,1,6,13000000,0,5,7
210,8,14,1,2,2,0,0,175,8,1,6,1,1,2145000,0,7,16
175,2,9,1,2,0,0,0,155,8,1,4,0,1,1420000,0,4,27
155,7,14,0,2,2,1,0,125,8,1,5,1,1,1350000,0,7,82
165,0,9,0,0,0,0,0,110,8,1,6,1,1,2250000,0,4,111
185,2,10,2,2,1,1,0,145,8,1,6,1,1,1550000,0,5,107
140,0,4,0,0,2,0,0,120,8,1,4,1,1,1350000,0,1,16
180,8,15,1,3,2,0,0,175,8,2,4,0,1,1800000,0,7,82
175,7,14,0,3,0,0,0,140,8,1,5,1,1,1540000,0,7,82
155,6,14,0,2,2,1,0,115,8,1,5,1,1,1350000,0,7,82
155,7,14,0,3,0,0,0,130,8,1,5,1,1,1435000,0,7,82
175,0,10,2,2,0,1,0,160,8,1,5,1,1,1780000,0,5,133
155,7,14,2,2,2,0,0,130,8,2,5,1,1,1565000,0,7,82
165,8,14,2,3,0,0,0,130,8,2,5,1,1,1580000,0,7,82
175,0,9,0,3,0,1,0,145,8,1,5,1,1,1550000,0,5,136
125,0,1,0,3,0,0,0,100,8,12,8,1,6,2990000,0,3,13
120,0,9,0,3,0,0,0,100,4,1,5,1,1,1175000,0,4,135
195,8,12,1,3,0,0,0,170,8,1,6,1,1,2300000,0,7,16
210,0,11,0,3,0,1,0,185,12,1,5,1,1,1650000,0,4,36
175,7,14,0,3,0,1,0,150,8,1,5,1,1,1950000,0,7,82
120,2,9,1,2,0,0,0,95,8,1,6,1,1,1125000,0,5,133
270,0,3,0,3,0,2,0,230,21,12,9,0,6,12500000,0,5,34
175,7,14,2,3,0,1,0,140,8,1,5,1,1,2070000,0,7,82
120,4,14,0,3,1,0,0,100,4,2,5,1,1,1410000,0,7,82
175,8,13,2,2,2,0,0,130,8,2,5,1,1,2200000,0,7,117
470,0,2,0,3,0,0,0,160,8,12,2,1,6,980000,0,5,12
130,2,7,2,3,2,0,0,115,8,1,6,0,1,1500000,0,5,31
209,3,4,1,2,0,3,0,100,28,12,8,1,4,2150000,0,5,90
100,0,5,0,3,2,0,0,90,4,1,6,1,1,270000,0,4,113
155,8,14,0,2,0,0,0,125,8,2,5,1,1,1585000,0,7,82
159,2,10,1,3,2,1,0,145,8,1,7,1,1,1125000,0,4,89
310,2,3,0,3,2,2,0,260,21,12,6,1,6,6150000,0,7,63
130,3,3,1,3,2,0,0,120,4,1,4,1,1,780000,0,4,47
175,8,14,0,2,0,1,0,155,8,1,5,1,1,1525000,0,7,82
230,0,12,0,3,2,0,0,120,8,1,6,1,1,375000,0,4,113
130,0,12,0,3,2,0,0,120,8,1,6,1,1,305000,0,5,107
160,0,11,0,0,0,0,0,135,8,1,5,1,1,2400000,0,7,16
130,5,3,1,2,0,0,0,100,4,1,4,1,1,850000,0,4,47
165,0,10,0,0,0,1,0,145,8,1,6,1,1,1350000,0,4,36
90,0,15,0,0,0,0,0,70,4,1,5,1,1,1795000,0,4,135
140,5,3,1,2,0,0,0,100,8,1,8,1,1,1010000,0,7,63
864,8,2,2,3,0,2,0,340,17,12,4,1,6,4685000,0,4,53
170,3,10,1,3,0,0,0,140,8,1,6,1,1,1500000,0,5,106
100,0,10,0,3,2,0,0,85,4,1,6,1,2,300000,0,4,2
175,8,14,2,3,0,1,0,148,8,2,5,1,1,2200000,0,4,101
210,0,2,0,0,0,3,0,198,12,12,4,1,6,6750000,0,5,50
190,0,12,0,3,0,1,0,175,12,1,5,1,1,3400000,0,5,49
195,0,2,0,1,2,1,0,165,16,12,4,1,6,9100000,0,5,21
165,0,9,0,3,0,1,0,125,8,1,5,1,1,1675000,0,4,35
205,0,14,0,0,2,1,0,175,12,1,5,1,1,2650000,0,4,96
187,2,14,1,3,0,0,0,145,8,1,5,0,1,1965000,0,7,16
120,0,14,0,3,0,1,0,98,6,1,5,1,1,1510000,0,7,82
140,5,3,0,3,2,0,0,120,4,1,4,1,1,950000,0,4,83
195,0,2,0,1,2,1,0,165,16,12,4,1,6,9100000,0,5,21
185,8,4,1,2,2,1,0,145,12,1,4,1,1,1700000,0,3,3
280,5,10,0,3,0,2,0,240,12,1,5,1,1,4350000,0,5,5
132,2,9,0,3,2,0,0,116,8,1,4,1,1,1150000,0,5,31
145,0,12,0,3,2,1,0,125,8,1,5,1,2,415000,0,4,2
600,0,2,0,0,2,3,0,210,14,12,4,1,6,6750000,0,5,50
175,8,14,2,3,2,1,0,145,8,1,6,1,1,1900000,0,5,16
100,0,12,0,3,2,0,0,95,4,1,6,1,2,300000,0,5,133
175,0,7,0,0,2,0,0,145,8,1,6,1,1,1850000,0,4,110
1237,2,2,0,2,0,0,0,1235,8,12,8,1,4,9500000,0,7,122
175,8,14,0,2,2,1,0,150,8,1,6,1,1,1950000,0,7,82
100,7,6,0,3,0,1,0,85,4,1,5,1,1,1250000,0,5,16
185,0,12,0,0,2,1,0,150,8,1,5,1,1,1650000,0,5,49
175,0,11,0,3,0,0,0,140,8,1,6,1,1,1575000,0,5,37
180,2,12,0,2,0,1,0,150,8,1,5,1,1,2115000,0,5,1
150,2,12,0,2,2,0,0,120,8,1,6,1,1,1450000,0,4,17
330,8,3,0,3,2,6,0,329,0,12,2,1,0,1820000,0,5,30
170,0,10,0,3,2,1,0,135,8,1,6,1,1,2000000,0,4,129
145,0,4,0,0,2,1,0,125,8,1,4,1,1,1300000,0,1,63
165,8,6,0,3,1,0,0,130,8,1,4,1,1,1350000,0,5,18
100,0,10,0,3,0,0,0,85,4,1,6,1,2,300000,0,4,2
210,0,12,0,3,2,1,0,190,12,1,5,1,1,2850000,0,4,111
130,3,8,2,3,0,0,0,110,8,1,4,1,1,1150000,0,5,18
230,0,1,0,3,2,1,0,180,12,12,4,1,6,5800000,0,5,50
135,0,8,0,3,2,0,0,110,8,1,4,1,1,1850000,0,4,114
100,5,3,0,2,0,0,0,80,8,5,8,1,1,580000,0,4,83
170,5,12,0,3,0,0,0,135,8,1,9,1,1,1500000,0,5,1
225,0,14,0,3,2,1,0,175,14,1,5,0,1,4250000,0,4,111
165,0,14,0,1,0,1,0,130,12,1,5,1,2,600000,0,5,121
185,8,14,0,2,2,1,0,148,8,2,5,1,1,2450000,0,7,82
155,2,15,0,3,0,0,0,135,8,1,6,1,1,1320000,0,7,82
500,8,2,2,3,0,2,0,190,9,12,4,1,6,7750000,0,5,39
185,7,10,0,3,0,1,0,145,8,1,5,1,1,2000000,0,7,105
165,7,3,2,2,0,0,0,140,8,1,4,1,1,1800000,0,1,134
175,8,13,1,3,0,0,0,145,8,2,6,1,1,1650000,0,7,117
210,8,8,1,3,0,1,0,190,12,1,9,1,1,2325000,0,4,111
110,5,4,0,2,0,0,0,90,4,9,8,0,1,750000,0,1,131
165,7,4,1,3,2,0,0,124,8,1,5,0,1,1410000,0,5,16
165,4,12,1,3,2,0,0,135,8,1,5,0,1,1570000,0,5,16
120,8,13,2,3,2,1,0,90,4,1,5,1,1,1170000,0,4,22
250,5,1,2,3,0,0,0,200,8,12,2,1,6,28500000,0,5,65
250,5,1,2,3,0,0,0,200,8,12,2,1,6,19500000,0,5,65
180,8,13,0,3,0,0,0,160,8,1,5,1,1,1640000,0,5,133
5000,5,3,0,3,2,0,0,290,20,12,8,1,6,5100000,0,4,97
165,8,14,1,3,0,1,0,164,8,2,5,1,1,1690000,0,4,22
85,2,8,1,3,2,0,0,75,4,6,6,1,1,925000,0,5,31
160,0,10,0,3,0,1,0,115,4,1,4,1,1,300000,0,4,2
180,2,11,0,3,2,0,0,140,8,1,4,0,1,2150000,0,7,117
1014,2,4,0,3,2,4,0,480,19,12,4,1,6,18750000,0,7,122
180,4,13,1,2,0,1,0,149,12,1,5,1,1,2100000,0,4,36
155,3,9,2,3,0,0,0,125,8,6,6,1,1,1330000,0,5,133
165,0,12,0,3,0,1,0,125,8,1,5,1,1,311000,0,5,49
175,2,14,2,3,0,1,0,135,8,6,6,1,1,1330000,0,5,49
85,6,9,1,2,2,0,0,70,4,1,5,1,1,1315000,0,4,135
165,8,8,2,2,2,0,0,136,8,1,4,1,1,1450000,0,5,16
120,3,5,1,2,1,0,0,100,8,6,6,1,1,905000,0,5,99
115,5,5,2,3,2,0,0,95,4,1,4,1,1,885000,0,4,113
165,8,12,0,2,2,0,0,150,8,1,5,1,1,1550000,0,5,133
180,5,12,2,3,0,0,0,150,8,1,6,1,1,2150000,0,4,33
110,0,7,0,0,0,0,0,90,4,1,6,1,1,1325000,0,5,38
165,8,11,0,2,0,0,0,120,8,1,5,1,1,1700000,0,5,16
200,0,12,0,0,2,1,0,180,12,9,5,1,1,2650000,0,4,22
145,3,12,1,3,0,0,0,130,8,1,6,0,1,1349999,0,5,16
250,7,2,0,3,0,1,0,200,10,12,4,0,6,7250000,0,5,39
90,0,5,0,0,2,0,0,75,4,1,4,1,1,1150000,0,1,63
140,0,4,2,3,0,0,0,120,8,1,4,1,1,1579000,0,1,16
220,0,2,0,0,2,1,0,160,10,12,4,1,6,6750000,0,5,49
280,0,14,0,3,2,1,0,260,12,1,5,1,1,8500000,0,5,55
185,0,14,0,3,0,1,0,135,8,1,5,1,1,2850000,0,7,82
185,0,14,0,3,0,1,0,135,8,1,5,1,1,2775000,0,7,82
240,0,14,0,3,0,1,0,210,12,1,5,1,1,5500000,0,7,16
645,5,1,0,3,2,0,0,640,1,6,8,1,1,945000,0,4,97
165,7,12,2,0,0,1,0,135,8,1,6,1,1,1650000,0,4,35
165,5,2,2,3,2,0,0,150,8,12,8,1,3,1725000,0,4,97
165,4,6,2,0,0,1,0,135,8,1,5,1,1,1600000,0,5,133
185,2,14,1,3,2,0,0,140,8,2,6,1,1,1350000,0,7,117
100,3,8,1,3,2,0,0,80,8,1,5,1,1,910000,0,5,8
175,8,12,2,3,2,0,0,150,8,1,6,1,1,3500000,0,5,77
180,0,14,0,3,2,0,0,165,8,2,6,1,1,1850000,0,5,109
125,3,15,1,3,2,0,0,100,8,1,5,1,1,920000,0,5,136
881,2,2,2,3,2,3,0,220,25,12,8,1,6,1930000,0,6,46
110,0,9,0,3,2,0,0,85,4,1,6,1,1,295000,0,4,2
175,0,12,0,0,0,1,0,135,8,1,6,1,1,1850000,0,5,83
186,2,4,2,2,0,0,0,154,12,3,4,1,1,1450000,0,1,116
180,8,8,1,2,2,1,0,150,8,1,6,1,1,1550000,0,4,95
330,0,3,0,3,2,2,0,270,21,12,9,1,6,15500000,0,5,34
130,5,7,1,3,2,0,0,100,8,9,4,1,1,780000,0,5,109
130,3,15,2,3,0,0,0,110,8,2,6,1,1,965000,0,5,136
100,8,7,1,3,1,0,0,70,1,1,6,1,1,955000,0,7,82
135,7,10,1,2,0,0,0,115,4,1,5,1,1,1275000,0,5,18
110,2,11,0,3,2,0,0,90,6,1,6,1,1,1295000,0,5,70
175,8,14,0,2,0,1,0,155,8,2,5,1,1,1625000,0,7,82
187,8,14,0,3,2,1,0,165,8,1,4,1,1,1980000,0,7,117
280,8,14,0,3,2,1,0,250,12,2,5,1,1,2799000,0,7,82
205,5,15,2,2,0,1,0,170,12,1,5,1,1,2480000,0,4,111
175,0,12,0,3,2,1,0,135,8,1,6,1,1,2080000,0,4,36
135,0,15,0,0,0,0,0,110,8,1,5,1,1,2100000,0,4,93
144,0,3,0,0,2,1,0,110,8,1,4,1,1,1750000,0,1,63
155,8,14,2,3,2,0,0,135,8,1,5,1,1,1650000,0,7,82
95,6,17,1,3,2,0,0,70,4,1,6,0,1,1750000,0,4,93
110,8,14,0,3,2,0,0,85,4,1,5,1,1,1410000,0,7,117
170,8,9,1,2,2,0,0,130,8,1,6,1,1,1460000,0,5,124
210,8,14,0,2,2,1,0,165,12,1,6,1,1,2990000,0,4,17
175,0,10,0,0,0,1,0,132,8,1,6,1,1,1799000,0,5,9
170,0,11,0,3,0,1,0,130,8,1,6,1,1,2250000,0,4,66
210,8,13,0,3,2,1,0,160,12,2,5,1,1,3440000,0,4,111
300,5,2,0,3,0,0,0,250,8,12,8,1,4,2695000,0,5,79
165,7,13,2,2,1,0,0,130,8,1,5,1,1,2125000,0,5,118
160,8,14,2,3,0,0,0,130,8,1,5,1,1,1587000,0,7,82
175,8,11,2,3,0,1,0,155,8,1,6,1,1,1485000,0,5,52
70,1,7,1,3,1,0,0,60,1,1,5,1,1,1100000,0,7,16
165,2,8,2,3,0,0,0,135,8,1,4,1,1,1575000,0,5,31
115,0,5,0,0,0,0,0,100,8,0,5,1,1,1540000,0,5,107
220,8,14,2,3,2,1,0,185,12,1,5,1,1,2890000,0,7,82
150,2,9,1,2,0,1,0,135,8,1,6,0,1,1350000,0,4,89
155,8,9,2,2,2,0,0,130,8,1,4,1,1,1650000,0,4,2
175,0,12,0,3,2,1,0,145,8,1,5,1,1,1850000,0,5,121
215,0,14,0,3,0,1,0,155,12,2,5,1,1,3700000,0,5,49
165,2,14,1,3,2,1,0,135,8,1,5,0,1,1455000,0,5,49
90,8,9,2,2,0,0,0,85,4,1,5,0,1,920000,0,9,44
165,2,10,1,3,2,0,0,135,8,1,6,1,1,1400000,0,4,36
550,2,3,0,2,2,3,0,500,22,12,4,0,6,22750000,0,5,34
185,0,10,0,3,2,1,0,145,10,1,5,1,1,2600000,0,7,82
85,8,12,1,3,1,6,0,75,4,1,5,1,1,825000,0,7,82
185,8,3,1,2,2,1,0,140,8,1,4,1,1,1635000,0,5,94
150,3,15,0,2,0,0,0,125,8,1,6,1,1,1275000,0,7,82
185,0,7,0,3,0,1,0,145,10,1,5,1,1,3500000,0,5,48
155,0,14,0,3,0,1,0,120,8,1,6,0,2,395000,0,4,29
187,8,14,2,3,0,1,0,155,8,1,6,1,1,2189000,0,7,82
135,0,11,0,3,0,4,0,130,4,1,6,1,1,290000,0,5,121
135,0,10,0,3,0,1,0,130,8,1,6,1,1,370000,0,5,121
350,0,2,0,3,0,1,0,200,10,12,4,1,6,4250000,0,3,23
195,8,13,1,3,0,1,0,165,8,2,5,1,1,2200000,0,7,117
150,1,14,1,3,0,0,0,110,6,2,5,1,1,1430000,0,7,82
120,0,8,0,3,0,1,0,103,6,1,5,1,1,1775000,0,5,18
120,5,2,2,2,2,0,0,100,8,4,4,1,1,1630000,0,4,119
100,4,13,1,3,0,0,0,85,4,1,5,1,1,1400000,0,7,82
75,7,14,2,3,0,0,0,50,1,1,5,1,1,1150000,0,7,82
145,2,12,0,2,2,0,0,120,8,1,4,1,1,1390000,0,5,133
155,8,7,0,3,0,0,0,130,8,1,6,1,1,1550000,0,5,72
140,8,13,1,3,2,0,0,110,8,1,4,1,1,1420000,0,4,85
90,8,14,1,2,1,0,0,70,1,1,5,0,1,1050000,0,5,49
220,2,13,2,3,2,1,0,180,12,1,4,1,1,2150000,0,7,16
185,0,12,0,3,0,1,0,132,8,1,5,1,1,1900000,0,5,121
165,1,14,1,3,0,0,0,125,8,2,5,1,1,1750000,0,7,82
150,2,15,0,3,2,0,0,135,8,2,6,1,1,1365000,0,7,82
365,0,2,0,3,0,2,0,240,13,12,4,1,6,11000000,0,5,21
185,2,3,0,3,0,0,0,140,8,1,4,1,1,1540000,0,1,92
165,1,7,0,0,0,0,0,135,8,1,5,1,1,1595000,0,4,89
125,8,14,1,3,1,0,0,90,4,2,5,1,1,1250000,0,7,82
170,0,12,0,3,2,1,0,135,8,1,5,1,1,1930000,0,5,0
120,0,10,0,3,2,1,0,100,4,1,5,1,2,292500,0,4,2
296,5,1,0,3,2,0,0,145,8,12,8,1,4,2075000,0,4,114
175,0,14,0,3,2,0,0,145,8,1,5,1,1,2075000,0,4,114
180,8,13,1,2,1,1,0,130,8,1,5,0,1,1795000,0,5,49
155,4,15,1,3,0,0,0,127,8,2,5,1,1,1420000,0,4,113
155,8,14,1,3,2,0,0,135,8,1,5,1,1,1525000,0,7,82
195,2,7,0,3,0,0,0,180,8,1,4,1,1,2800000,0,5,5
255,8,2,0,3,0,1,0,225,12,12,8,1,6,3675000,0,4,130
130,3,3,2,2,2,0,0,110,4,1,4,1,1,875000,0,1,42
170,0,1,0,3,0,2,0,125,8,12,4,0,6,6800000,0,4,36
150,2,11,1,3,0,0,0,135,8,1,5,1,1,1450000,0,7,117
150,5,3,0,3,0,0,0,135,8,1,8,1,1,975000,0,4,116
